CUSTOMERID
66936
53940
55145
69605
70042
39518
71821
72955
73323
73359
73416
73786
72378
36238
75120
70186
76481
78208
79616
81753
81736
82203
1682
82545
82885
83725
21082
21108
21596
21702
22134
22363
22366
22687
22885
24395
24528
26607
29325
30110
30319
30412
31312
32718
33596
38105
38231
38410
39849
39966
76886
77289
77279
75349
78829
78501
8003
82275
29513
82647
82337
84611
84400
85686
86264
85761
75991
85304
13844
83985
90106
89352
85479
91696
92186
93112
95723
96168
85313
85572
81859
86889
85797
89739
89400
90608
15043
92404
93669
93815
80829
95397
96096
96243
97307
46505
100665
102508
102308
101615
104325
104259
103474
105661
110414
112883
113155
114159
114653
46116
46203
46247
46265
46348
46464
46482
46645
47365
47759
47843
51413
57622
59722
61911
63061
65292
65871
66358
76576
80733
83063
86450
86550
86625
87858
88664
88674
88678
93553
83619
96621
99436
99913
100126
100755
98354
100829
101123
101345
98147
100195
6864
102171
101515
103401
103700
105024
108015
107515
107094
110454
113158
111939
112834
114719
116961
117229
117342
14980
120115
119569
122673
114964
115117
115458
114199
98599
117667
117403
70250
118342
117415
114505
119411
105372
121818
122734
122663
123345
122854
123976
124907
103937
102152
125434
125762
126527
127088
127140
127637
127684
128267
128392
128574
101702
132195
117428
131154
138054
139014
139657
141774
143237
145837
147715
96765
97109
97425
102193
103519
105721
107936
111015
113747
114195
114302
115808
117127
121642
121741
122758
125551
127159
127489
128266
128281
129624
129776
140170
142263
142272
146875
152878
166777
167017
182731
192469
194348
199595
199612
201529
204709
226041
226746
232648
97325
22057
124994
23077
127392
128248
129052
128953
129590
129588
136656
143057
153514
154277
161477
160917
167578
131456
161777
45029
190748
205448
192049
224208
216290
227168
233268
217238
239629
244448
208168
263229
237009
268134
273251
205628
276468
281688
281870
286732
154839
160918
163819
173380
174260
175540
164040
103756
122198
129983
191283
191135
202450
213028
225554
227428
225168
124076
225433
179208
231088
101660
233768
237948
248768
253068
252988
201789
252369
257248
258669
260671
8417
270210
275348
276908
270732
279308
286151
292108
289010
298768
285309
283951
203270
308929
319308
322349
243090
246529
256328
262770
263088
269648
279209
292411
313228
324728
326236
329908
344028
348869
353228
367112
369028
369168
380128
386588
389388
389568
16311
15995
18551
3911
34546
38727
45396
51737
6055
57340
57208
57768
58533
60530
62744
63415
292652
300688
303329
306648
310788
289729
315469
326109
341249
206389
366329
225792
382309
384188
389788
388988
393669
6600
5287
5767
7769
8396
8406
8843
9155
9429
46200
177800
11026
11226
11376
11590
11666
12423
12430
12467
12651
12722
12980
13455
13580
13872
14395
14627
14786
15016
16036
16210
342269
73357
364648
320209
373988
358248
378008
381391
393148
2925
3166
3413
5976
6208
6369
6405
6460
6792
6837
6895
8366
8812
10906
10957
11457
11485
11641
12092
12150
12192
12361
12606
12724
13177
13244
13281
13604
13754
13933
14192
14334
15136
15342
15389
15553
15619
18665
21629
22065
32894
61635
64920
18600
65478
65330
66492
66295
66969
66767
57639
7634
69311
69060
70423
70815
70817
70545
71636
61410
73726
14172
74635
69236
73093
36469
26503
76793
76904
13325
77465
13495
18867
22258
22860
22874
25640
25859
26016
26152
26544
26628
29928
33424
33753
39013
39498
39535
39798
39994
40038
40186
22190
22338
24560
25569
25997
30182
33375
34466
37758
38077
38248
38512
39060
39396
39614
39846
39924
40162
45044
1310
80251
81185
79693
82722
79615
83832
85021
84511
82779
71433
89222
89609
79513
89398
92739
92978
93674
94754
95772
96816
99764
50440
95508
45624
96834
6184
102127
98110
72298
5296
73382
73758
73769
13547
70282
75244
69636
75940
71020
76064
13402
77435
77575
78648
77658
78320
80361
72124
81505
60097
82927
84900
84764
85607
81039
46424
46439
47236
47333
47976
48114
51807
51893
51938
56907
56979
76384
76826
81130
81974
84584
84940
85580
86040
90264
90702
94133
95280
95971
97877
98171
100736
102705
102707
103791
102858
104823
105868
109457
109146
109138
111997
112940
107576
114705
13909
115501
115631
116030
115961
116969
8306
114678
118542
117000
117864
98575
119438
76408
121747
118465
121763
123355
123419
124674
123806
125365
126615
128117
129193
118279
131994
122340
7538
141154
6042
89114
68774
88806
90024
89563
81323
91024
18515
92852
94545
94954
95114
94576
99671
100610
100776
97779
101485
102100
102172
104234
103403
104649
14901
112597
66667
115299
110334
110874
111078
111245
114489
114904
115547
115552
116587
120184
122564
123234
124432
124823
126442
127225
127723
135255
145754
153134
178181
183509
189808
192288
195029
204029
204289
206208
214132
215349
217173
217199
223689
225729
226099
226164
226638
242190
246610
247989
267448
274410
276675
281169
284389
287371
289748
141294
149835
127936
161797
162238
166380
173940
131034
178783
7801
182229
103900
184008
183548
34314
187268
191380
193410
197388
201089
193768
149275
218968
219868
227030
219852
227416
227432
227470
241510
247348
247508
189135
254052
255469
274128
282068
285749
283729
282648
291468
291028
301308
299849
113291
117430
117240
117720
112737
117566
113099
109181
121409
121627
92144
12677
122266
122078
122578
123520
125327
126031
126386
127078
126574
126619
128878
126650
129026
130474
130314
120002
40019
149894
156777
163697
156602
179309
180149
176841
191082
109137
208330
216568
216950
219709
301371
317388
324190
355525
358168
372794
375948
383929
389428
18157
37388
39159
44240
53263
50906
971
57749
58204
48896
58585
58804
17568
60357
60603
45921
55568
49071
63210
63997
30243
63824
308230
310928
303750
3793
324070
287390
323508
331349
335088
337228
337688
2796
345047
346588
346528
86176
354153
370768
373648
344189
381608
381513
390968
781
1756
1873
3670
5312
5549
5959
5984
6355
6399
6572
6685
7622
9215
116400
11067
11348
11667
12288
12948
13674
14007
14378
14695
15045
15223
15287
222968
227209
225428
234728
246828
249410
67132
118334
264968
168661
266728
267949
269391
268074
261012
265809
280548
228889
281449
285468
292329
105460
298728
299668
6451
305348
300949
307715
308869
315748
315209
316669
326768
327331
322368
333128
334208
332268
339088
126257
11352
353969
358368
360848
367868
8081
381429
396508
396768
794
22429
64015
65350
61866
64192
66229
63819
63976
2224
73098
35696
74682
28007
76071
26162
17430
76914
9288
79801
36498
72500
19406
21218
21849
22968
23111
24597
25650
25851
26567
26610
29658
30305
30386
31772
33507
34261
34292
34317
34380
38133
38199
38950
39074
39343
39424
39446
39485
2826
3003
3059
3811
5274
5758
5778
5903
6148
6492
6517
6724
6918
6954
7573
7954
8687
8746
8791
9210
22000
11093
11168
11197
11673
12287
12456
12470
12947
13257
14932
15038
15274
16269
18718
18979
19149
21691
22582
22631
23055
24964
25603
26025
81725
81506
85104
85307
81861
85200
87802
88580
89617
90133
89113
91088
91525
92991
88096
51833
95676
95778
96488
38915
96908
99795
91440
100260
100560
100099
99909
100690
98678
97776
103525
103236
102190
46748
46939
47088
47128
47277
47367
47379
47491
47737
47884
48207
48217
48257
48450
48541
49125
50256
50586
56453
58573
59710
60515
75403
75856
76363
76543
76613
76820
82857
83827
83911
84721
85609
86115
86448
86551
86621
89307
28746
29590
29926
30135
31309
33435
33442
34517
38443
40072
44740
45948
46037
46533
46684
46878
47182
47653
47781
47963
48105
48396
50169
51776
52077
52370
52988
109054
81054
108635
111317
110134
116077
115967
116890
117148
117504
117856
118137
63652
115358
122645
105843
124034
106697
116361
124400
125235
13526
127352
126612
127274
128632
126916
127236
135480
7639
140154
147517
157038
153434
91298
92177
94431
94614
95029
96772
98883
102769
104595
104691
104886
105666
112074
113395
114781
116795
117119
117473
120265
121334
123498
124070
125190
125402
126913
129683
144159
151976
152963
155380
178861
208349
208908
211508
212769
213369
214868
223753
225512
226153
235809
240068
247528
55647
57191
61596
64665
67320
72553
73733
76316
76464
77676
80611
80615
80992
83652
83959
84090
86520
86598
88877
90975
91319
91321
94079
94354
95732
96332
98222
100355
103936
109494
114518
117038
117783
119779
120459
128309
128332
155878
168658
173280
156937
177360
130494
190974
196868
203428
37212
217224
201591
206169
235748
241368
242268
247268
245808
253629
258688
262189
265549
240528
270730
270109
271809
266849
272029
276752
276469
277989
278748
277188
284649
277751
292129
293528
295628
290108
308328
312229
226025
194529
327108
278229
327828
343908
270168
274608
283929
286109
302589
303709
316008
320099
322012
325948
326688
352088
361128
373769
375708
387190
389048
7098
23150
34340
38771
50620
3868
53005
54524
37517
57388
25960
58338
59233
59118
59192
59956
58686
11847
35862
29130
44397
129678
142362
143454
150834
164717
169841
179171
181928
183008
188388
190995
193588
204228
209549
215050
217198
225762
226070
234269
237749
239648
239790
240863
270728
270735
274528
280529
282768
295570
297728
304048
305469
308748
309029
323410
329628
332798
339948
341469
348488
380468
394508
395488
7036
1565
9867
20566
36061
16365
3912
7201
38576
350628
355569
356169
369208
274609
371688
374889
383248
243089
389548
1928
2040
2922
3510
3686
5538
5572
5640
6511
6588
6732
7766
8036
8124
8783
8961
9238
9510
9605
52200
11165
12189
12401
12405
12432
12577
12876
12887
13004
13183
13323
13828
14010
14130
14290
14535
14716
14881
15019
15589
17790
19152
62821
63127
63575
62709
13692
60912
64808
64485
65413
64580
67795
68129
62909
5533
66622
71807
50450
71238
71884
70369
13970
73051
73286
57630
73358
73466
69574
73542
70524
74456
74583
45394
48889
45312
54653
54819
51418
55890
5038
55863
56763
58307
14045
56350
59216
58936
59339
60453
35866
61645
62099
62217
23357
59744
59938
64382
64134
64353
65080
66137
285408
290030
291550
293368
296275
301988
316189
322748
325210
326968
341430
349708
367108
368428
368489
375888
378149
388429
392329
3881
36084
654
50742
44373
12342
29873
29353
38832
55280
55641
57419
9018
57998
58437
51583
45747
58743
6188
6303
6387
6518
6763
6782
6826
6856
8358
8623
8965
9231
9450
9588
202700
240800
11682
12283
12621
13546
13570
13591
13599
13624
13784
13963
14201
14473
14548
14585
15307
15751
15813
16138
18878
21368
21698
22110
22548
22932
23026
24540
25582
26529
30434
33368
142615
134934
134097
14033
157197
120117
163279
161577
160979
127918
88472
182768
191301
191441
203488
96446
218868
224848
236828
235568
235388
241169
246268
228409
258348
260149
261169
264329
265668
273930
272512
277469
284448
284930
294328
294710
303348
313529
311008
315769
315371
82494
84205
72700
85637
85732
86750
88188
88202
88124
89235
87593
87157
90154
90375
90771
91186
90854
91756
91506
91827
93767
94436
40918
97180
100273
98199
98475
98716
98741
97925
101065
35864
58997
60056
60079
61026
45156
61294
36063
62734
44436
23409
60601
64420
56559
65554
66534
52824
66762
45314
69221
70094
71813
71895
71858
37746
38227
39517
39625
39717
39930
44750
46055
46077
46090
46221
46795
46890
47474
47476
47503
47664
47887
51340
51816
56677
56953
57681
64696
72522
76461
77509
82864
83664
84155
85670
319329
320430
236011
316628
325248
340468
335708
344989
341368
359028
363830
348349
335752
2049
2768
2787
2858
3035
3081
5314
5463
5653
5917
6495
6648
6829
6855
6934
7778
9075
9201
9379
11004
11608
12179
13253
14333
14340
14659
15158
15209
16019
20947
99957
101538
104012
104073
103139
110875
109098
105075
98135
103873
114757
115235
102624
115978
116960
115996
117651
84098
118660
119800
120761
120481
120406
121340
121107
121460
124183
124216
123487
123163
125750
90745
104769
129572
13594
73512
71073
74118
14386
74565
12307
77496
78194
76021
79929
79972
81643
70576
85655
86245
87704
88779
87245
84837
39807
57541
89477
88598
93457
93791
93870
91968
88070
86421
86586
88191
88536
89721
90609
91866
95086
95148
99481
101411
102318
102383
103535
105497
106676
110040
111195
111656
114269
114464
115620
124831
124973
125109
126268
128752
152075
161218
195212
197110
207312
212759
212809
215508
225850
225998
226170
226663
234928
240782
21245
21491
21857
22253
22633
24520
24674
29948
32722
33627
37841
38214
39572
39629
39976
40118
40179
42038
43247
44527
46461
46469
46528
46972
47092
47448
129974
141837
142434
148234
149654
154055
95385
168957
173140
179689
181710
191450
191367
197190
200268
211749
212391
205488
204869
227410
239588
179869
248071
249988
250689
251768
252530
237468
258410
266229
270028
272310
276674
280029
281088
280568
284308
285011
287309
297688
299331
306568
294810
310628
311368
320448
101901
347851
83853
87744
98458
97508
101174
91654
103346
102681
105577
105750
32046
14031
97149
100686
109934
112939
112326
110095
113885
113867
114114
114626
114765
103839
116864
116943
117461
117359
118235
104171
256688
261628
263069
270331
270336
273008
276669
320531
325028
326239
328768
329468
335309
343434
345074
355088
370148
370349
374549
381148
384568
391208
3167
34548
51686
52906
54473
54828
11748
49330
56170
56762
