Span,Purchases s1,Purchase days s1,Spend s1,MAE s1,unadjPredicted s1,Predicted s1,Intercept s1,Coef s1,MAE percent s1,Coef s1 by Spend s1,Purchases s2,Purchase days by training s2,Spend s2,MAE s2,unadjPredicted s2,Predicted s2,Intercept s2,Coef s2,MAE percent s2,Coef s2 by Spend s2,Purchases s3,Purchase days s3,Purchase days by training s3,Spend s3,MAE s3,unadjPredicted s3,Predicted s3,Intercept s3,Coef s3,MAE percent s3,Coef s3 by Spend s3,Actual,Customer,LASSO predicts Actual,LASSO error
0.8555555555555555,314,71,26429.76,1778.7873575757578,8131.960404040401,7382.549005346114,3167.094545454546,-116.47078787878796,0.0673024407930967,-0.0044068045974987,212,0.3833333333333333,18028.46,779.4990909090908,45883.126727272735,41654.70744475039,-414.1503636363637,375.8369696969697,0.0432371423243633,0.0208468704313607,314,71,0.3944444444444444,26429.76,1778.7873575757578,8131.960404040401,7382.549005346114,3167.094545454546,-116.47078787878796,0.0673024407930967,-0.0044068045974987,859.2299999999999,58588,8980.416878311196,8121.186878311197
0.9944444444444444,1027,71,109019.83,5815.620618181818,154950.75802020205,141993.60846547602,4827.738727272729,1349.832060606061,0.0533446127936708,0.0123815278432011,673,0.4666666666666667,88572.15000000001,3773.301818181819,199288.1547272729,182623.464226372,-3940.2423636363646,1778.4116363636367,0.0426014477257447,0.0200786775116516,1027,71,0.3944444444444444,109019.83,5815.620618181818,154950.75802020205,141993.60846547602,4827.738727272729,1349.832060606061,0.0533446127936708,0.0123815278432011,45479.62,51571,48940.75367062005,3461.1336706200455
1.0,585,71,30148.67,1407.2456000000002,-2947.6186666666654,-2742.6973446979214,4441.988,-317.13800000000003,0.0466768716497278,-0.010519137328446,195,0.3333333333333333,19702.83,971.2262787878786,48153.64490909093,44805.95659242568,-383.6634545454551,390.9592121212122,0.0492937450502226,0.019842794772183,585,71,0.3944444444444444,30148.67,1407.2456000000002,-2947.6186666666654,-2742.6973446979214,4441.988,-317.13800000000003,0.0466768716497278,-0.010519137328446,38333.77,78711,13053.184527535577,25280.58547246442
0.9833333333333332,241,71,6887.359999999999,92.8388,542.6328888888893,481.05879592772754,932.264,-54.11733333333333,0.013479591599684,-0.0078574857903947,138,0.3416666666666667,4088.81,189.148,7871.919272727277,6978.670265881841,-43.53963636363642,62.60436363636365,0.0462599142537804,0.0153111452076187,241,71,0.3944444444444444,6887.359999999999,92.8388,542.6328888888893,481.05879592772754,932.264,-54.11733333333333,0.013479591599684,-0.0078574857903947,1526.3100000000002,62443,313.8138487633041,1212.496151236696
0.9888888888888888,395,71,28176.66,1652.018921212121,-12282.469494949491,-11228.73262221364,5174.334545454546,-523.7041212121213,0.0586307575565067,-0.0185864513825315,250,0.425,11079.97,211.7421212121212,18757.842363636373,17148.570697245676,-226.780181818182,157.56715151515155,0.0191103514912153,0.0142209005543473,395,71,0.3944444444444444,28176.66,1652.018921212121,-12282.469494949491,-11228.73262221364,5174.334545454546,-523.7041212121213,0.0586307575565067,-0.0185864513825315,26257.66,50647,3711.332118480881,22546.32788151912
0.9777777777777776,598,71,13221.56,484.4553575757576,7132.296686868688,6665.860730460969,1376.4707272727271,-12.069939393939396,0.0366413159699579,-0.0009128982808336,418,0.4083333333333333,9722.41,451.2304,20269.253818181827,18943.690790530323,-142.6109090909091,163.27842424242425,0.0464113733117611,0.0167940278431401,598,71,0.3944444444444444,13221.56,484.4553575757576,7132.296686868688,6665.860730460969,1376.4707272727271,-12.069939393939396,0.0366413159699579,-0.0009128982808336,8359.8,56068,7301.661995076647,1058.1380049233521
0.9388888888888888,355,71,6148.31,242.06807272727275,6265.963636363635,5691.504228752413,440.01090909090914,38.84890909090908,0.0393714813871247,0.0063186321266997,248,0.4166666666666667,4690.51,225.55647272727276,13764.578545454551,12502.651075695285,-253.57127272727269,121.5660606060606,0.0480878353797929,0.0259174504704308,355,71,0.3944444444444444,6148.31,242.06807272727275,6265.963636363635,5691.504228752413,440.01090909090914,38.84890909090908,0.0393714813871247,0.0063186321266997,3827.27,48739,10120.613238895308,6293.343238895308
0.9555555555555556,270,71,9044.009999999998,487.4331393939395,3239.717616161616,2918.888439397542,1052.744181818182,-32.965151515151526,0.0538956877971098,-0.003644970706042,135,0.325,4978.26,147.4487636363636,6464.892909090911,5824.67468156868,-79.63145454545457,54.40587878787879,0.0296185341135986,0.010928693717861,270,71,0.3944444444444444,9044.009999999998,487.4331393939395,3239.717616161616,2918.888439397542,1052.744181818182,-32.965151515151526,0.0538956877971098,-0.003644970706042,2690.51,65719,4909.496107826399,2218.9861078263984
0.95,308,71,11733.62,621.0043999999999,11864.052606060606,10920.749906961217,846.113818181818,72.7218181818182,0.0529252183043255,0.0061977308095726,182,0.3833333333333333,8243.15,189.23743030303032,7998.188545454548,7362.258050761783,-37.601272727272686,63.156060606060606,0.0229569315495933,0.0076616415576643,308,71,0.3944444444444444,11733.62,621.0043999999999,11864.052606060606,10920.749906961217,846.113818181818,72.7218181818182,0.0529252183043255,0.0061977308095726,9295.32,54983,11083.851653991776,1788.5316539917767
0.9944444444444444,512,71,6688.63,148.834096969697,-2237.370707070706,-2102.696623021328,1137.4436363636364,-104.1290303030303,0.0222518059706841,-0.0155680655534885,242,0.3083333333333333,3069.21,82.79231515151515,6981.486909090911,6561.250176834977,-73.65345454545457,57.91187878787879,0.0269751223120982,0.0188686596185594,512,71,0.3944444444444444,6688.63,148.834096969697,-2237.370707070706,-2102.696623021328,1137.4436363636364,-104.1290303030303,0.0222518059706841,-0.0155680655534885,2276.01,104057,-3573.8195042767657,5849.829504276766
