Branch,Customer,Recency,Lifetime_pc,Exp_buy_range,C_latency,Buys_pd,Buy_days_pd,Buy_concentration,Spend_per_buy,Spend_pd,LM_P,LM_P_2,LM_P_3,Actual,Predict Actual,Spend,Error,ML error estimate
402,56144,6,0.9694444444444444,2.647058823529412,2.2666666666666666,1.0738636363636365,0.3835227272727273,2.8000000000000003,142.12566137566134,152.62357954545453,229.8348202286502,271.49421818181816,142.40688121212122,68127.81,14679.04075901403,54944.48863636363,15253.623088566397,0.17327790799513848
166,56146,5,0.5833333333333334,24.0,0.2083333333333333,0.5424528301886793,0.0754716981132075,7.187500000000001,21.9335652173913,11.897924528301886,0.0,0.2930884848484848,0.2644824242424243,389.29,0.0,4283.252830188679,389.29,0.25249881332038515
866,56147,12,0.5944444444444444,18.94736842105263,0.6333333333333334,0.4027149321266968,0.090497737556561,4.45,42.220449438202245,17.002805429864253,23.030528484848485,19.83234787878788,10.135620606060606,4566.67,799.4948144846044,6121.009954751131,1339.9083121078438,0.2411538475515395
866,56150,4,0.9972222222222222,5.538461538461538,0.7222222222222222,0.8111111111111111,0.1805555555555555,4.492307692307692,106.46280821917809,86.35316666666667,5.465327272727263,0.0,8.038665454545452,31166.48,12354.134026524955,31087.14,8634.554459534582,0.19632237439759703
365,56158,5,0.9944444444444444,5.714285714285714,0.875,1.3138888888888889,0.1777777777777777,7.390625,96.08684989429176,126.24744444444444,195.2721927946128,184.18943272727276,160.6274690909091,30761.300000000003,37584.61861624744,45449.08,6823.318616247438,0.18684057942874863
301,56171,7,0.9861111111111112,2.3529411764705883,2.975,1.6295264623955432,0.4233983286908078,3.848684210526316,46.92888888888889,76.47186629526463,177.24210276491934,139.93121212121213,48.03919636363637,24323.66,24723.348348169933,27529.871866295267,399.6883481699333,0.22063825416462063
159,56185,5,0.9916666666666668,2.647058823529412,1.8888888888888888,2.462395543175488,0.3732590529247911,6.597014925373134,36.61404977375565,90.1582729805014,51.94411141115894,99.3111903030303,51.9897781818182,24890.94,19496.73965532755,32456.9782729805,2762.1414176485196,0.14068178452107016
301,56187,4,1.0,1.3043478260869563,3.0666666666666664,6.481994459833795,0.7534626038781164,8.602941176470589,28.89270085470086,187.28232686980613,293.9564309322589,238.06338909090917,154.8087381818182,66640.8,50624.21460473503,67421.6376731302,8227.562544179738,0.10616128930310904
303,56215,48,0.9138888888888888,36.0,1.3333333333333333,0.0581717451523545,0.0304709141274238,1.909090909090909,18.557142857142857,1.0795013850415511,2.4096673079828754,0.0,0.0,4.07,0.0,388.6204986149584,4.07,0.3800787052035472
301,56231,7,0.9916666666666668,4.931506849315069,1.4194444444444445,1.07202216066482,0.2049861495844875,5.229729729729729,47.16666666666666,50.56371191135734,103.12668897372616,45.89879272727271,32.52888363636364,8801.22,14987.18867310952,18202.93628808864,6185.968673109521,0.18458887457410553
