Customer,Predicted_spend,Testing_spend,Std_dev,Training_spend,MSE,MAE,Slope,Branch,Bus_Type_spend,Bus_Type_ID,Train_spend_pd,Test_spend_pd,Predict_spend_pd,Predict_ratio,Spend_decrease,Actual_ratio
143057,0.0,0.0,63.39434960132821,262.0388072429032,2282.951302620957,35.105115723944344,-12.71604999950575,647.0,8589952.030000001,248,0.8734626908096773,0.0,0.0,0.0,0.8734626908096773,1.0
204929,0.0,140.29,66.34169029337016,279.8920877161165,2668.5375727154906,39.25446160766076,-12.516947595610116,222.0,8589952.030000001,248,0.9329736257203884,2.8058,0.0,0.0,-1.8728263742796112,0.0
103159,0.0,0.0,83.57952699286673,623.287749079418,5002.932308885144,59.64068263743625,-12.475679566022356,166.0,8589952.030000001,248,2.0776258302647266,0.0,0.0,0.0,2.0776258302647266,1.0
102254,0.0,28.15,79.87738253300576,277.33855478501005,4544.965361332253,45.50282300067349,-12.047337213446012,1435.0,8589952.030000001,248,0.9244618492833668,0.5630000000000001,0.0,0.0,0.3614618492833668,0.0
242573,0.0,0.0,60.40212806992111,406.9667783718372,2123.3224328699143,35.99101632264051,-11.85903534820716,441.0,8589952.030000001,248,1.356555927906124,0.0,0.0,0.0,1.356555927906124,1.0
292408,0.0,0.0,68.30030775727732,215.9845374034632,3053.410062374486,40.05531420936954,-11.780974767461633,607.0,8589952.030000001,248,0.719948458011544,0.0,0.0,0.0,0.719948458011544,1.0
67653,0.0,0.0,133.42472145262354,575.1881753337464,14891.602637383605,80.32495234990283,-11.705155703496573,202.0,8589952.030000001,248,1.9172939177791544,0.0,0.0,0.0,1.9172939177791544,1.0
101482,0.0,0.0,61.89384115637287,300.9405929490023,2331.09027782174,38.96503879796602,-11.634184415995788,1109.0,8589952.030000001,248,1.0031353098300075,0.0,0.0,0.0,1.0031353098300075,1.0
75302,0.0,0.0,86.46473602795938,273.425503133572,5618.440433161833,49.05087813790139,-11.599869829909116,1472.0,8589952.030000001,248,0.9114183437785732,0.0,0.0,0.0,0.9114183437785732,1.0
307969,1.5827819677758963,0.0,111.62809810362832,659.897537604041,10129.718734654558,75.5265721297583,-11.468165809094993,1435.0,8589952.030000001,248,2.1996584586801364,0.0,0.0316556393555179,0.0143911611507689,2.1996584586801364,2.0
91754,0.0,0.0,83.10469456111036,262.800119065716,5190.256921235368,47.14474863239512,-11.149095960363711,301.0,8589952.030000001,248,0.87600039688572,0.0,0.0,0.0,0.87600039688572,1.0
64894,0.0,0.0,51.99634081067349,233.52980369426305,1454.4129271868198,28.79925956842278,-10.89255839799296,304.0,8589952.030000001,248,0.7784326789808768,0.0,0.0,0.0,0.7784326789808768,1.0
126981,0.0,556.04,62.57928510979739,197.89307529202,2563.309259903984,36.70017032688371,-10.79416774320109,82.0,8589952.030000001,248,0.6596435843067333,11.1208,0.0,0.0,-10.461156415693264,0.0
129046,0.0,0.0,79.76329647178544,252.23369053411437,4781.277269949673,45.249195392786575,-10.700823234780607,526.0,8589952.030000001,248,0.8407789684470478,0.0,0.0,0.0,0.8407789684470478,1.0
236015,0.0,1045.11,78.56024564949462,376.6132101833695,4630.842421183269,47.30984098437252,-10.581278811840848,1472.0,8589952.030000001,248,1.2553773672778985,20.902200000000004,0.0,0.0,-19.646822632722102,0.0
94465,0.0,0.0,78.09528465243072,246.9589740208721,4583.395831109565,44.3029432182898,-10.477047382703669,626.0,8589952.030000001,248,0.8231965800695737,0.0,0.0,0.0,0.8231965800695737,1.0
247848,0.0,0.0,77.97861059752789,246.59001826353165,4569.710909875092,44.23675479151841,-10.461394714210437,1472.0,8589952.030000001,248,0.8219667275451055,0.0,0.0,0.0,0.8219667275451055,1.0
247169,0.0,2212.71,88.16109236125926,528.6566977669909,6092.692959959838,64.59897167913144,-10.45885112027477,304.0,8589952.030000001,248,1.7621889925566363,44.2542,0.0,0.0,-42.49201100744336,0.0
243390,0.0,0.0,60.62157493249468,191.70225213325136,2405.438409139245,35.55205403198479,-10.456486479995528,1109.0,8589952.030000001,248,0.6390075071108379,0.0,0.0,0.0,0.6390075071108379,1.0
306768,0.0,0.0,108.18757497150403,342.11915144017894,9647.38780264978,59.30065291629768,-10.367247013338757,607.0,8589952.030000001,248,1.1403971714672632,0.0,0.0,0.0,1.1403971714672632,1.0
250368,0.0,0.0,127.54789486104193,458.6883864727437,13772.520801845076,68.96644693225042,-10.263782357278153,481.0,8589952.030000001,248,1.528961288242479,0.0,0.0,0.0,1.528961288242479,1.0
120295,0.0,0.0,112.79978052897366,481.43610546933473,10601.619116605663,66.97425654383976,-10.149144296161293,1449.0,8589952.030000001,248,1.6047870182311157,0.0,0.0,0.0,1.6047870182311157,1.0
65702,395.5049428559176,164.74,527.2038210063099,4812.940663937683,249314.26468429848,431.0518796803568,-10.061732551510277,222.0,8589952.030000001,248,16.04313554645894,3.2948000000000004,7.910098857118352,0.4930519245574957,12.74833554645894,2.4007827052077064
261529,523.7533102617689,67.5,840.395535451884,6175.127209475013,634817.7636623109,597.1080495476839,-9.972244781800075,507.0,8589952.030000001,248,20.58375736491671,1.35,10.475066205235375,0.5088996153389006,19.23375736491671,7.759308300174353
83007,0.0,169.51999999999998,83.62848684666322,297.7037295069848,5504.03071463402,46.12335677908065,-9.787566115894183,647.0,8589952.030000001,248,0.9923457650232824,3.3904,0.0,0.0,-2.3980542349767173,0.0
187988,0.0,0.0,72.24924543456672,228.47217480175263,3922.874119801021,40.98652347958714,-9.692758930983448,342.0,8589952.030000001,248,0.7615739160058422,0.0,0.0,0.0,0.7615739160058422,1.0
70721,71.61847885156102,412.36,126.83333854624306,1333.2033814914555,13714.66804931804,101.484973092958,-9.619161059552386,1451.0,8589952.030000001,248,4.444011271638185,8.2472,1.4323695770312204,0.3223145688609402,-3.803188728361814,0.1736795005615506
82393,0.0,0.0,147.93595724200486,479.6553654352271,19011.47769137372,81.45083470731322,-9.11252889906041,502.0,8589952.030000001,248,1.5988512181174237,0.0,0.0,0.0,1.5988512181174237,1.0
261829,0.0,0.0,52.72295637504939,166.72462712285073,1819.446629842055,30.91983993914686,-9.094070570337312,345.0,8589952.030000001,248,0.5557487570761691,0.0,0.0,0.0,0.5557487570761691,1.0
118107,0.0,0.0,48.80587887292481,154.33774044473398,1559.1363136747248,28.62263550065976,-8.4184222060764,1329.0,8589952.030000001,248,0.51445913481578,0.0,0.0,0.0,0.51445913481578,1.0
191162,0.0,0.0,45.06804280921392,160.56550873578337,1253.9078064314083,25.845204876306877,-8.341991826361419,163.0,8589952.030000001,248,0.5352183624526112,0.0,0.0,0.0,0.5352183624526112,1.0
59773,0.0,0.0,81.31909226860759,366.64122783632814,5391.545462856511,52.15363554261103,-8.238636455251008,162.0,8589952.030000001,248,1.2221374261210938,0.0,0.0,0.0,1.2221374261210938,1.0
85189,0.0,0.0,43.7766398075876,250.3982043634208,1193.641725044012,30.047784523610492,-8.023549041037278,282.0,8589952.030000001,248,0.8346606812114027,0.0,0.0,0.0,0.8346606812114027,1.0
103277,0.0,0.0,46.29283903935958,146.39081071993738,1402.7085466848348,27.148841260788384,-7.984953311996584,304.0,8589952.030000001,248,0.4879693690664579,0.0,0.0,0.0,0.4879693690664579,1.0
72342,2.66627676637295,0.0,102.54926682138674,485.6588139042668,8944.948211040384,72.94297218441257,-7.937396733783531,342.0,8589952.030000001,248,1.6188627130142226,0.0,0.053325535327459,0.0329401220367662,1.6188627130142226,2.0
128678,60.311937954869336,0.0,318.8172766829589,1108.7438279889725,90969.75972239724,179.8994746063426,-7.86438537533552,371.0,8589952.030000001,248,3.6958127599632418,0.0,1.2062387590973866,0.3263798350837946,3.6958127599632418,2.0
238809,11.111944025107327,266.26,158.61804984080763,579.9844053740997,22142.52173123465,89.11012442494982,-7.794290299771615,101.0,8589952.030000001,248,1.9332813512469988,5.3252,0.2222388805021465,0.1149542358947386,-3.391918648753001,0.0417334335803625
