Customers,Intercept,Coef,ABSCoef,Spend,Unseasoned,Predicted,linear_output,Actual,ABS_diff_unseasoned,ABS_diff_Predicted,ABS_diff_linear_output,Unseasoned_diff,Season_diff,linear_output_diff
105857,2008.2478181818176,266.7384848484849,266.7384848484849,32085.71,58759.558484848494,58590.31282115051,35478.031387752526,26797.71,31961.848484848495,31792.60282115051,8680.321387752527,0,0,1
44366,3015.6954545454555,267.3527878787878,267.3527878787878,42746.47,68923.10878787878,67668.70365079054,43754.99406368476,52300.93,16622.17878787878,15367.773650790543,8545.93593631524,0,0,1
58329,2006.6912727272727,273.1519393939394,273.1519393939394,32358.75,59673.94393939395,56285.94727494237,34663.21910986838,29723.68,29950.263939393946,26562.267274942373,4939.539109868383,0,0,1
55500,3664.039454545456,273.4747878787879,273.4747878787879,49105.57,76294.2387878788,76378.58347694647,50025.67790009182,73105.2,3189.0387878788024,3273.383476946474,23079.52209990818,1,0,0
88340,4856.681818181817,276.9371515151516,276.9371515151516,61028.99,88722.70515151515,89888.05533684308,60641.23558067188,54209.4,34513.30515151515,35678.65533684308,6431.8355806718755,0,0,1
20931,7097.194727272727,291.14072727272736,291.14072727272736,84988.9,113187.35272727272,109450.63963317192,78903.21116737733,154342.31,41154.957272727275,44891.67036682808,75439.09883262267,1,0,0
91858,24406.614,292.4700000000002,292.4700000000002,257227.29,286474.29,233655.02304869157,203534.0477393202,277394.77,9079.51999999996,43739.74695130845,73860.72226067982,1,0,0
44368,3600.561272727273,298.7066060606061,298.7066060606061,50374.95999999999,79318.07060606062,78934.47723787386,51608.19806512722,46924.26,32393.810606060615,32010.217237873854,4683.938065127215,0,0,1
91842,2430.896545454545,302.5378787878788,302.5378787878788,37923.170000000006,68176.95787878787,64494.32376125952,40387.83851816554,41326.83,26850.12787878787,23167.493761259517,938.9914818344623,0,0,1
122906,2800.548181818181,305.05684848484856,305.05684848484856,41982.130000000005,72238.72484848485,69825.8942359635,44298.1320391798,11367.42,60871.304848484855,58458.4742359635,32930.7120391798,0,0,1
167957,30017.368181818187,306.2981818181818,306.2981818181818,313957.1,344586.91818181827,321026.3429119684,263389.05737625016,122832.32,221754.59818181826,198194.0229119684,140556.73737625015,0,0,1
55429,8410.664181818182,311.1281818181818,311.1281818181818,98728.97,129220.22818181817,128570.50844594491,92573.8609631093,97342.44,31877.788181818163,31228.06844594491,4768.579036890704,0,0,1
101576,4928.922909090909,311.434909090909,311.434909090909,64273.98,94447.2909090909,90065.34934492043,62113.9310715,67556.55,26890.74090909089,22508.799344920422,5442.6189285,0,0,1
