Customers,Intercept,Coef,ABSCoef,Spend,Unseasoned,Predicted,LASSO_output,Actual,ABS_diff_unseasoned,ABS_diff_Predicted,ABS_diff_LASSO,LASSO,Unseasoned_LM,Season_LM
71490,39.41181818181818,0.6291515151515159,0.6291515151515159,422.43,485.34515151515154,487.0353168632328,2352.6470569646317,1514.45,1029.1048484848484,1027.4146831367673,838.1970569646317,1,0,0
126685,301.1696363636364,0.6589696969696954,0.6589696969696954,3041.3500000000004,3107.2469696969697,3135.2159035573904,4320.656099117294,2362.81,744.4369696969698,772.4059035573905,1957.8460991172938,0,1,0
75951,336.78745454545447,-0.6958787878787839,0.6958787878787839,3336.56,3266.972121212121,3044.9594274551077,4475.886929680839,4197.93,930.9578787878795,1152.9705725448925,277.9569296808386,1,0,0
67875,4.328363636363637,0.6983636363636365,0.6983636363636365,128.67999999999998,144.54636363636365,134.12975501358346,1165.1191555755595,19.83,124.71636363636365,114.29975501358346,1145.2891555755596,0,0,1
68316,87.02927272727273,0.7239393939393944,0.7239393939393944,952.34,975.2639393939396,937.0984331326144,2951.489666587653,1162.9,187.63606060606048,225.80156686738565,1788.589666587653,0,1,0
56871,205.88345454545453,-0.7572121212121193,0.7572121212121193,2024.76,1949.038787878788,2025.624068693906,2612.143164348696,2319.55,370.5112121212121,293.92593130609407,292.5931643486956,1,0,0
67376,30.994727272727275,-0.7579393939393937,0.7579393939393937,275.8399999999999,200.04606060606068,221.57104438409337,2015.988143880515,27.98,172.0660606060607,193.59104438409338,1988.008143880515,0,1,0
70570,20.82218181818181,-0.7631515151515149,0.7631515151515149,173.88,97.56484848484848,98.26199244216797,1732.861579301918,349.98,252.41515151515154,251.71800755783204,1382.881579301918,0,0,1
55999,11.346727272727277,0.7793939393939395,0.7793939393939395,148.54,226.479393939394,249.3383090803978,1299.9844772732959,374.5700000000001,148.09060606060612,125.2316909196023,925.4144772732957,0,0,1
87584,60.91309090909091,-0.8095757575757575,0.8095757575757575,572.7,491.7424242424243,545.1474851680806,2360.5443095591563,87.74000000000001,404.0024242424243,457.4074851680806,2272.8043095591565,0,1,0
88842,47.00018181818182,-0.8831515151515176,0.8831515151515176,430.2600000000001,341.9448484848482,242.91745401240763,2184.113480132308,3.21,338.7348484848482,239.70745401240762,2180.903480132308,0,0,1
81743,162.51254545454543,0.8892121212121232,0.8892121212121232,1665.14,1754.061212121212,1937.925705765671,2169.4131255098273,790.74,963.321212121212,1147.185705765671,1378.6731255098273,0,1,0
7048,72.67254545454544,-0.9074545454545456,0.9074545454545456,685.8900000000001,595.1445454545452,599.2000536345789,2524.1674003747594,9493.68,8898.535454545456,8894.479946365422,6969.512599625241,1,0,0
99777,25.109272727272725,-0.9227272727272724,0.9227272727272724,209.57,117.29727272727276,94.7696747855921,2438.277132708363,423.29,305.9927272727273,328.52032521440793,2014.9871327083629,0,1,0
9896,1592.4536363636362,0.9343030303030664,0.9343030303030664,15966.579999999998,16060.010303030307,14947.040940116627,7987.054411555231,19412.25,3352.239696969693,4465.209059883373,11425.195588444769,0,1,0
75815,18.079454545454546,0.9614545454545456,0.9614545454545456,224.06,320.20545454545453,318.65475131576613,1705.9652773945545,99.36,220.84545454545452,219.29475131576612,1606.6052773945546,0,0,1
10237,163.51072727272725,-0.9632727272727272,0.9632727272727272,1591.76,1495.432727272727,1564.298948781924,4000.610784509381,540.5699999999999,954.8627272727272,1023.7289487819241,3460.0407845093814,0,1,0
74977,82.42963636363636,-0.9703636363636368,0.9703636363636368,780.63,683.5936363636363,675.4747167565403,2152.659354159083,408.78,274.8136363636363,266.6947167565403,1743.8793541590828,0,0,1
77574,30.48727272727272,-0.9960606060606056,0.9960606060606056,260.04999999999995,160.4439393939394,156.20865097231948,2511.6288391361504,49.21,111.23393939393938,106.99865097231947,2462.4188391361504,0,0,1
52842,6768.653636363635,1.031636363636439,1.031636363636439,67783.42000000001,67836.12363636364,61609.52173704176,57219.19001216832,50036.16,17799.96363636364,11573.361737041756,7183.030012168318,1,0,0
70542,488.7998181818182,-1.0335151515151575,1.0335151515151575,4841.49,4738.138484848485,3838.274320556919,4594.764682702511,1286.2399999999998,3451.898484848485,2552.0343205569193,3308.524682702511,0,0,1
70342,2320.101090909091,1.0537575757575752,1.0537575757575752,23363.8,23353.80575757576,23654.47889270452,24070.84695737243,15795.68,7558.125757575759,7858.798892704519,8275.166957372428,0,1,0
80052,283.9983636363636,-1.0629696969696938,1.0629696969696938,2803.15,2685.85303030303,2214.4779221323643,3821.6843111138533,3697.35,1011.4969696969697,1482.8720778676357,124.33431111385335,1,0,0
116740,193.4901818181818,1.0748484848484836,1.0748484848484836,2063.1900000000005,2090.754848484848,2085.4680117580315,4232.609179319841,816.75,1274.004848484848,1268.7180117580315,3415.859179319841,0,0,1
9375,126.25490909090912,-1.0924242424242447,1.0924242424242447,1213.39,1104.1475757575756,1070.8786965290806,2824.515052480476,203.24,900.9075757575756,867.6386965290806,2621.275052480476,0,0,1
83594,569.5903636363636,-1.109636363636347,1.109636363636347,5645.969999999999,5535.006363636365,5262.714755574182,4621.9691827326515,5658.389999999999,123.38363636363465,395.67524442581725,1036.420817267348,0,1,0
60363,15.028909090909089,-1.118424242424242,1.118424242424242,99.96,8.66812121212122,8.452634366296255,1351.064232497769,194.61,185.9418787878788,186.15736563370376,1156.4542324977688,0,1,0
35507,131.22545454545457,-1.1465454545454568,1.1465454545454568,1260.66,1146.0054545454543,1251.886554312207,2098.7603453219435,1950.09,804.0845454545456,698.203445687793,148.6703453219436,1,0,0
119306,104.5647272727273,-1.147272727272729,1.147272727272729,994.02,879.2927272727272,1049.18551326821,1492.8612460775057,1148.4499999999998,269.1572727272726,99.26448673178993,344.4112460775059,0,0,1
81758,93.882,-1.155999999999997,1.155999999999997,886.8000000000001,771.2000000000004,623.5340412803887,1894.8768695300405,290.69,480.5100000000004,332.8440412803887,1604.1868695300404,0,0,1
55470,4541.732363636364,-1.166969696969745,1.166969696969745,45532.21000000001,45248.11303030304,44634.90464658263,23761.35684412901,50764.69,5516.5769696969655,6129.78535341737,27003.33315587099,0,1,0
69322,130.37636363636364,-1.198303030303031,1.198303030303031,1249.8399999999997,1130.0096969696967,1010.2562349181296,977.6459391216104,526.53,603.4796969696968,483.72623491812965,451.1159391216104,1,0,0
59604,13.119636363636364,-1.311030303030303,1.311030303030303,72.19999999999999,0.009333333333334,0.0082100048915998,1301.1636803612691,636.3999999999999,636.3906666666666,636.3917899951083,664.7636803612693,0,1,0
73447,15.389090909090903,1.3144242424242425,1.3144242424242425,213.04,344.4824242424242,282.0308637572766,1430.2735270531866,494.65,150.16757575757578,212.61913624272336,935.6235270531866,0,1,0
128766,1534.94,1.3146666666666942,1.3146666666666942,15695.56,15540.026666666672,14968.021514995531,14523.199666441747,7796.7,7743.326666666672,7171.321514995531,6726.499666441748,1,0,0
