Branch,Bus_Type_ID,Customer,Training_spend,Predicted_spend,Testing_spend,Intercept,Slope,Churn_time,Error_slope_ratio,ML_predicts
324,206,191166,449.46520885408097,503.04743142884325,148.39,42.5493174141793,0.5327118824952893,44.9465208854081,11.617772554812449,949.8008
101,206,37574,691.5412136262687,788.4331099795548,608.6,64.814525247106,0.9643546923379704,69.15412136262687,7.6129343924207165,1165.7041
281,206,122379,660.9479522087761,793.8088616820921,650.79,60.13291126487821,1.3248631013332015,66.09479522087761,5.922718571734829,1337.7546
367,206,24286,387.1316536607346,575.3719948526987,139.41000000000005,30.24461548506804,1.8818999735567603,19.35658268303673,2.799832824943522,1001.7651
527,206,154717,462.31828021710544,659.9675666808,653.2900000000002,37.34218623925162,1.9754759516575384,23.11591401085527,5.119825384806634,833.97375
325,206,122205,573.0068018001659,783.7611188857722,762.3000000000002,47.82476514515446,2.10575889663603,28.650340090008296,4.353289561211802,1334.3293
1409,206,145837,314.97165061808994,528.9523603668689,186.65,21.86568527335061,2.1403288418796405,15.748582530904496,1.6523375202027215,97.3024
160,206,63785,369.5888105917898,650.2105049032712,711.7900000000001,24.32611480198148,2.807281390488333,12.319627019726326,2.3094749897110223,1215.7266
303,206,82833,1120.6449452267216,1415.3583160926887,148.86,98.82618916444528,2.9418456351615294,37.354831507557385,4.075260833867559,1518.1633
626,206,90630,1891.0274948729204,2192.60856795944,82.3,175.58524218374808,3.00389051189866,63.03424982909735,5.604480912527541,1995.9113
323,206,120991,256.5528314679896,556.8538895530176,261.95000000000005,12.13114115814719,3.00536488636706,8.551761048932986,1.205152003222366,1075.1425
222,206,75216,254.8047088903577,565.3965893094722,57.82,11.492464058840186,3.108445962265685,8.493490296345255,0.7693465692946013,1203.3961
27,206,71953,458.4135643979774,804.8476586024358,222.79,30.24599332851247,3.465636246952281,15.280452146599243,1.7714577833376008,1118.7769
303,206,69333,522.1317567656376,871.7449048750661,85.6,36.47704368468969,3.496918220416461,17.40439189218792,1.960969704875108,1420.0425
101,206,116734,146.30699503351644,515.8231980460905,1250.0700000000004,-2.0172315933030784,3.69954024370105,3.657674875837911,0.6888374461624197,1117.6738
504,206,87269,203.26146987004967,597.6938056496639,35.5,2.557514589239023,3.948584977281322,5.081536746751243,0.854023072557879,856.9721
1289,206,95557,910.5643938939812,1306.6020005060918,1450.74,73.24329458923818,3.9584766222577614,22.764109847349527,2.898209771672924,823.51135
156,206,115624,6526.40072223443,6941.682345611734,4808.56,634.180627877489,4.102098743545347,163.16001805586075,17.06108740345841,5558.695
305,206,191240,516.4763750803118,942.7767467404308,816.73,32.4550741226478,4.265014085640749,12.911909377007794,2.243574679371446,1458.2275
441,206,92727,2806.33718863794,3242.793237531265,4322.29,261.073566069617,4.3467006209282095,70.15842971594849,3.628894318739697,2680.1838
1092,206,123151,183.9308612390601,622.5067325893348,88.18,-1.3658076179582892,4.390865275969845,4.598271530976503,0.4720490759061318,359.766
666,206,258529,469.394260775641,918.4741481152856,5822.76,26.71836208971348,4.493569775077918,11.734856519391029,1.401683768969001,1006.5767
101,206,69855,389.9245110842453,867.2011159801466,436.4,17.497464595312618,4.776663669580424,7.798490221684905,0.6810920312731644,1256.7443
366,206,128000,497.3985812964917,1027.1612614615658,979.64,25.88361148806199,5.301388142574929,9.947971625929837,1.6016775097931617,1550.06
27,206,57863,946.7316181819008,1558.7453268444615,1070.8,67.12763494888361,6.121228193179213,15.778860303031678,1.5495623768995948,1432.4781
306,206,56335,6853.738071909542,7505.594688511806,6512.37,656.2650701909383,6.468608222225744,114.22896786515902,9.930795821075725,5758.281
402,206,120719,855.7249025501563,1546.4207143876208,1031.07,54.47726602211789,6.910049829532833,12.224641465002234,1.0212167197683244,1703.6749
168,206,48778,1130.376847232547,1905.3536195484087,1033.6,78.154819014162,7.751747935353937,14.12971059040684,0.8899713525548316,1590.0801
168,206,66869,902.1149043008562,1685.1641009990349,121.89,54.955826349956254,7.834592017806525,11.276436303760702,1.0427288503945498,1498.482
666,206,217028,531.0942578612335,1338.6954609105333,1397.2899999999995,16.73262853448921,8.083732722585363,6.638678223265418,0.4736775804041123,1703.7365
421,206,118182,2557.738967226059,3378.032774672485,907.34,218.90481486779453,8.193129301069193,31.97173709032573,2.3020665058616245,2547.041
168,206,264689,1317.8979056368082,2282.569676843411,394.05,88.36495962201741,9.649962431480755,13.178979056368082,1.368759976176254,1748.2404
324,206,64486,2236.554702094568,3225.34578215955,2749.4,179.17976160784903,9.883490800357276,22.36554702094568,5.155651051237294,2347.1436
1092,206,70770,1020.716438355802,2051.920721283523,2243.44,55.636570399481904,10.318905208021844,10.20716438355802,1.2818081529806602,1850.0426
866,206,250949,7260.348058363094,8328.092891506305,3236.32,678.1984461202845,10.630302159116663,66.00316416693722,7.030054580692594,5780.4766
1451,206,70862,5318.10547200574,6388.745555885375,6483.54,483.76726618305474,10.67628467055983,48.34641338187036,1.6182196421481214,4153.445
526,206,127330,1179.8778192100333,2308.433250166119,513.01,67.17146298295214,11.292515319566936,10.726161992818485,0.5984532176649746,1923.3378
1572,206,197469,1081.6849256107,2275.07064734201,375.79,54.42647940424006,11.942669590406652,9.014041046755834,1.1061424911130695,1299.692
1092,206,91584,1027.147294583925,2236.9171692741784,3796.4,48.23215425733123,12.107238933569173,8.559560788199375,0.8585319256517219,2198.9172
1092,206,71166,914.4914746666587,2140.2608958747887,1582.86,36.24105681194105,12.268464589938851,7.620762288888823,1.0514717862634744,2071.9028
372,206,117748,1213.227906520718,2450.7079287759366,790.78,65.5986726401962,12.383137335972354,10.110232554339316,0.6366540256868352,1777.4215
282,206,62266,714.4397118243674,2003.015917908516,639.1199999999999,13.397374913284018,12.899243615367272,5.495690090956672,0.2947394023668738,1719.734
502,206,119004,1997.9360532726168,3587.99673743488,2137.9000000000005,128.20994624168,15.907479796795927,12.487100332953856,2.078097453944084,2173.183
381,206,62034,3053.7724870613606,4979.716429666738,1407.9,218.69725221351936,19.26222144280372,16.07248677400716,0.8360872891086867,3021.397
154,206,280248,684.3661568321552,2694.739026273655,536.9799999999999,-22.141745943942965,20.12852480603522,3.421830784160776,0.2822047802190867,1845.6011
162,206,29275,996.5226364292758,3117.224429351584,5461.1,4.113783456320007,21.23077337480168,4.745345887758456,0.7961502522100865,1856.4124
341,206,222429,5164.527715216731,7354.914465119989,4485.68,417.93769574655016,21.892239061138422,23.475125978257868,1.962057207346221,4523.5137
321,206,7168,3149.3056960465487,5425.070433620487,5420.56,212.4882942311028,22.764950083011577,13.692633461071951,1.6724794196860415,3114.2646
322,206,191708,1107.3333761203744,3594.4301402311767,216.69,-1.3138001145665612,24.899363939245333,4.429333504481498,0.3965734929909119,2069.768
154,206,65000,2944.417001283656,5513.54772236819,1848.89,178.7696792571346,25.70489352694021,11.324680774167907,0.9669341468836646,3006.4858
168,206,56364,1185.5434935305732,3757.690157913552,121.32,2.6771840551097625,25.75048117732168,4.5597826674252815,0.880435924147179,1967.591
441,206,87091,2051.869055731672,4856.418772923714,1085.1799999999998,78.86968387412567,28.07049371089811,7.328103770470256,1.2348295058343792,2374.1018
1409,206,161178,2281.406376245764,5200.118452779797,3992.81,96.68727721106214,29.211857869669824,7.866918538778495,0.6447440343811335,2985.9724
167,206,281148,1330.5183479760856,4519.581360798848,847.1699999999998,-10.623366503178971,31.92782251128612,4.157869837425268,0.5200448000238833,2067.0044
224,206,270328,782.4336978159829,3988.39318590551,3837.37,-66.21490654796105,32.10183918434652,2.4451053056749465,0.292431651054939,2231.1763
303,206,57722,1147.537215673493,4444.916739991425,3491.2000000000003,-33.81038687596396,33.01424632073628,3.4773855020408875,0.3284945537584656,2268.8926
367,206,71177,4010.414889710871,7381.078696425004,2083.9000000000005,249.28720496773423,33.72317422296731,11.795337910914329,0.5549490716336779,3711.3804
155,206,295534,656.9817081866686,4235.613550248699,8481.58,-95.56097573624274,35.83536590109102,1.8249491894074128,0.4690415759823429,2247.1418
1434,206,206908,2156.130261133857,6705.189978702666,2564.09,10.67676031267689,45.54139240015751,4.6872396981170805,0.2587201887312118,3379.378
402,206,123524,1594.2898749945043,6372.259404809602,777.22,-55.846102616951896,47.83890891475608,3.321437239571884,0.758156646013696,2591.6074
547,206,117195,2293.7126661639336,7446.53229894685,345.05,-2.7703801346467003,51.58703261134224,4.410985896469104,0.3224301065882518,2729.5774
375,206,126012,15012.929999325836,21474.114558149995,15910.73,1210.6853402991203,64.57947991854739,23.09681538357821,2.491353123674503,12252.216
526,206,43399,4317.125378513089,11057.57522322655,895.0300000000001,128.0977733405678,67.46994766905358,6.44347071419864,0.4173660041964513,4028.703
1291,206,258749,4396.546167525935,11239.107739451723,5594.060000000001,131.44091453883226,68.49193382528027,6.46550906989108,0.5445079442900789,4012.9407
547,206,53211,9457.646578994045,16360.960470970753,10271.46,635.0120913329247,69.05612590366219,13.706734172455135,0.5568346459846139,7794.4507
222,206,290630,2197.116862402036,11519.263279597288,2135.77,-200.34073500305385,93.34498249850164,2.3624912498946617,0.1850834293658372,3135.605
159,206,17868,11818.999746554462,21290.81376096288,894.88,755.480861555295,94.7598029111447,12.44105236479417,2.4320570548656653,9834.147
161,206,209709,4108.513304498131,14442.042004854997,3483.45,-54.707756439597176,103.4575748643134,3.988847868444788,0.5394154693187966,4088.9438
342,206,180248,25321.299194562813,35988.0540354779,17203.980000000003,2052.3875105269453,106.60942420651902,23.66476560239515,0.5430966684147834,20383.105
507,206,279549,3596.0202139941,14496.799716580706,3106.99,-131.54260411344995,109.14325011396886,3.299101113756054,0.4213084407027395,3762.6313
154,206,117826,3900.0618629326977,15142.179781178347,28072.08,-116.51022089640549,112.5592015977056,3.451382179586458,0.2547597866252819,3995.7178
1452,206,259988,6482.049252099163,22090.10400901852,35532.45,-54.97784171914782,156.26283709534758,4.155159776986642,0.4884221921856089,5744.1475
1451,206,120252,9426.424651556345,27365.807413274862,1813.81,134.50518262206617,179.58606278523737,5.236902584197968,0.6622090752667336,7722.0356
82,206,74601,46978.4179025542,70562.97628350797,206.39,3636.76048193554,235.7958462933068,19.906109280743305,0.6475148975470495,37541.19
1109,206,233248,5944.15687611716,33165.34894828654,11696.13,-632.1795751478678,272.5767250576853,2.177346841068557,0.4344548754214667,6939.197
161,206,58333,56165.707928150405,85092.60654608844,40648.45,4315.077644223706,289.22069968696337,19.43450101320084,0.8338460653506078,44725.223
866,206,134854,39161.0181040014,86456.59158416168,64394.31,1786.083479255106,473.3374069211187,8.279285011416787,0.7622477481633433,31076.283
504,206,267350,32729.47811860162,94119.59010816076,18920.6,507.4510217522975,614.554842246192,5.32186636074823,0.6588648655466454,26338.922
281,251,43445,19539.070991584624,2370.3918394247485,10555.28,2845.535692390656,-198.139687384932,9.868217672517488,-0.2250071984526976,13786.315
281,251,20886,15982.851373075277,3286.0537261968425,18626.5,2197.357039502421,-133.127089376643,12.017181483515246,-0.7519114359113177,13677.413
1109,251,80449,101087.78577095312,95309.14640537264,127513.75999999998,10378.238820118931,-59.88005400524966,168.47964295158852,-5.863549480082842,77347.88
866,251,60947,4733.561053315183,1015.953406607837,6791.72,647.5677568951526,-38.71370034747428,12.137336034141494,-0.8532674273092808,1983.6285
403,251,59369,2557.237128126568,699.6316277063776,2230.93,340.3536596422397,-18.80665485101844,13.459142779613511,-0.762262044677183,1459.0587
281,251,104154,3938.158893835879,2317.3441806130018,2523.94,467.1568747251795,-16.297996742575915,24.613493086474243,-2.8458962360968254,3526.36
161,251,51220,3702.5526891492914,2852.2326371543527,13540.88,408.8818132268865,-8.583676513768301,41.13947432388102,-2.686676414673375,3331.4177
168,251,12356,2571.4539050475046,1770.507541619856,4267.44,293.4451077310155,-8.066603828058899,32.14317381309381,-5.807169648711961,2414.2097
646,251,54679,2027.6815394089688,1541.5779230798285,1724.31,224.84168739996625,-4.905229657570959,40.55363078817938,-5.014309229282151,1927.3899
159,251,83235,6175.122988344022,5774.863007522312,6759.42,636.1007874388929,-4.130775245442391,154.37807470860054,-7.105123721611411,5394.227
766,251,72843,1199.42766803403,897.544600961453,403.39,133.64552521696248,-3.045057425235446,39.980922267801,-4.816707927608007,943.94183
283,251,91028,1050.677653333726,1054.7481947209064,2142.6400000000003,104.98080189263392,0.0193252090530383,inf,862.2795584435755,1685.7114
82,251,9824,2516.550955550782,2779.624528317885,2284.49,240.0404591521581,2.581030311760026,83.88503185169273,11.75229124032747,2675.1458
1451,251,70464,264.9612188822408,574.9313486515701,707.1899999999999,12.563475779876814,3.096143579632726,8.832040629408027,0.7108285031662865,274.71164
282,251,108474,864.4816613394341,1206.0558976347315,1629.4199999999998,71.1474513295263,3.4001588454260245,28.81605537798114,2.3083358951619544,1712.2772
341,251,39582,616.793069269786,1196.6211930110112,2697.07,35.62809610778964,5.789157959819769,10.279884487829769,1.0892563916630775,1785.9913
647,251,260868,1129.9658742997713,1718.9886846509469,1328.8,86.57841461758849,5.870705069419696,18.832764571662853,4.372409913546019,2103.5862
666,251,59381,655.4759760616258,1533.7493458875697,1669.28,26.06192450794933,8.774594021825168,7.283066400684731,0.4762995979477716,2132.8596
162,251,55317,1870.808171623292,3889.4940361469953,2250.52,96.35753195340736,20.160730046427062,9.35404085811646,0.7761961450508231,2460.1025
1329,251,90104,926.5253685174504,3326.2651046598085,4062.34,-15.314917767364475,23.99276769313545,3.860522368822711,0.3879642690583132,3331.9954
344,251,125523,1656.327960632382,4244.128075928101,359.79999999999995,49.26450450359488,25.859620346587405,6.3704921562783925,0.805268936770791,2353.3428
164,251,187269,1371.3324217994495,5551.972118481456,2531.5,-50.98150695891951,41.803277586414325,3.265077194760594,0.1545775423900958,2546.652
27,251,9811,4141.296035172928,8533.1807646852,953.85,216.7571180891281,43.86055231736993,9.412036443574836,1.3195398108858687,4073.8884
301,251,61300,6683.778300326457,12279.637952054718,12663.44,417.02739024980247,55.85565328507626,11.9353183934401,0.6176748858668898,5873.261
164,251,29123,9692.806070721845,15689.632380870016,6521.280000000001,700.1518057142551,59.80640030176207,16.15467678453641,1.383938281388175,8306.156
547,251,52746,22260.099033588296,28505.58246253261,15888.78,1946.8369812851083,62.03842712749357,35.90338553804563,2.699025058847901,17947.205
160,251,28972,16662.703446960866,24420.214565132417,26204.53,1318.5026508010524,77.28170975445207,21.63987460644268,0.7670127705469515,13797.9795
1451,251,70196,2604.5021847344124,12000.4637557783,7527.070000000001,-162.380283333595,93.96233373489694,2.770747005036609,0.3273421366306069,4893.5845
365,251,293468,2208.123920840274,12107.12831043724,21319.45,-224.70481194068827,99.00382311660348,2.230428202868964,0.4278741662140502,3738.2622
403,251,8981,11753.964991185338,23689.596383541724,16099.12,639.051779164235,119.18771554539973,9.877281505197764,0.4792895257860826,9806.565
322,251,9809,37097.95477103586,67524.37396678024,31482.050000000003,2343.194739553999,303.689052788797,12.20327459573548,1.407892609850779,29753.348
382,251,70037,13583.31290942224,45192.80044696959,17298.09,-63.69480308066636,316.0057986717534,4.29851674348805,0.5525409684945385,11388.465
866,263,56150,26679.67716030113,10024.311628824336,27932.49,3415.7581867373506,-166.1756601571639,16.072094674880198,-1.7377596667744613,22968.016
726,263,69205,14630.856813737582,2412.847073512554,6724.31,2060.0865110584405,-132.66685104104047,11.000644220855325,-0.4208796645079198,9875.755
365,263,121844,39789.65665585124,27557.449088535654,59146.57000000001,4528.29175888904,-122.07246517864807,32.61447266873052,-1.9941981644126177,28849.975
168,263,55976,9042.849647946829,522.332945311894,8922.26,1408.4982222715269,-112.04739055040976,8.073972899952526,-0.2483569670478302,4868.0576
806,263,74144,76840.43097569833,68525.592521305,85260.34999999999,8057.757973556754,-83.04775021931587,92.57883250084136,-3.605104318299663,58714.26
153,263,80677,7158.041264820967,1182.3709215333083,8104.96,1007.700564728807,-64.86587516593563,11.01237117664764,-1.1401439521929786,5495.21
441,263,229428,7466.3919292417395,1521.111865667171,556.8,1026.5951415346613,-62.21243302455275,12.042567627809255,-1.5605747936325547,5269.3823
372,263,69515,11181.773886384954,6466.721016967151,18702.63,1329.8958705604286,-47.04855153820739,23.79100826890416,-4.135508635639892,9260.489
222,263,64026,11234.644725651167,6628.171763756833,9706.740000000002,1330.3093627560063,-45.96553115353106,24.42314070793732,-1.562317064811149,9203.186
122,263,64618,7425.461030252171,2872.89581545586,3831.29,946.9474225043074,-45.42251543979784,16.501024511671492,-0.598235731907311,6637.5747
607,263,72863,4391.442913016723,551.5779299083354,144.92999999999998,636.949749122467,-43.956768404621045,9.980552075038007,-1.6331181617139114,1662.1046
1092,263,93578,4634.826415325672,867.8522189867697,604.6700000000001,643.1300591049314,-39.921648349414255,11.58706603831418,-2.1460904455301133,1453.1503
301,263,58244,7036.245105229937,3119.109376278348,9863.28,879.5003205805982,-39.08351334613434,18.0416541159742,-1.5715354196359412,6239.7705
371,263,122264,5145.78650010248,2229.0157986249383,881.02,645.5384021122173,-29.102167133770973,17.744091379663725,-1.0531739533755933,4560.3037
1329,263,250851,7637.891376479272,4774.177876765235,1174.6,892.3828133727643,-28.576372383297148,26.33755647061818,-3.1550407659928097,5919.148
304,263,91363,5153.554451736565,3058.1181071253773,0.0,609.4472896211311,-20.909298766105447,24.54073548445984,-2.885879836196477,4575.9937
304,263,74373,2477.362150782857,591.3685440683971,5564.29,334.4941967942122,-19.279551492428105,13.038748162015038,-0.9451861896105116,1456.6008
370,263,76979,1963.338657872249,634.8900336719453,3027.4,255.9773548066522,-13.25410867098384,15.102605060555762,-0.8625202476102479,1248.359
324,263,65303,2869.7287405802736,1628.7100752297354,2045.2,342.69747295372275,-12.38324419904342,23.91440617150228,-1.1224661187004512,2627.0322
402,263,243189,26193.811733596853,25209.672115903777,10592.42,2663.7205412045787,-9.853192854420753,261.9381173359685,-11.7756431373069,20691.053
1472,263,120403,2722.627940366341,1882.2993820967984,1508.74,310.00034663519017,-8.386122799679123,34.03284925457926,-4.428469280820058,1151.6083
1409,263,120301,3900.834036529585,3190.2916425217186,683.8000000000001,422.0024818829253,-7.093128495548178,55.72620052185122,-4.333587819000563,3053.43
301,263,101941,4147.652064945502,3476.803305481808,844.66,444.90406166694106,-6.6975233716424025,59.25217235636432,-5.954666783095124,3722.0947
421,263,68375,1562.5191872584714,916.3949569565358,683.99,185.2648130315471,-6.447309845711107,26.041986454307857,-2.6442362065402234,1409.3903
324,263,68984,1193.8350772171314,599.3911773298879,5311.26,146.07428137559668,-5.931283034196347,19.897251286952187,-2.0522903654085165,1033.2997
154,263,259531,1436.3060944917015,901.770170506744,478.98,167.63375404184342,-5.334032131705167,28.72612188983403,-3.0939723171950315,1583.6445
370,263,72283,1042.4117846555996,512.6681000430797,437.27,128.02675200822952,-5.285683009482124,20.84823569311199,-5.656334076833227,905.09515
