Branch,Customer,Lifetime_pc,Spend,Actual,LM_P,Spend_pd,Predict A_pd,A_pd
305,75229,0.8361111111111111,551.4545454545454,80552.26000000001,0.0,1.5318181818181815,0.45408610272876243,322.20904
305,302051,0.4083333333333333,266.4227848101266,11497.040000000005,0.0276792727272727,0.7400632911392405,0.2470606977780995,45.98816000000001
1329,138534,0.8277777777777777,1119.5529411764708,39321.93,10.389540125965532,3.109869281045752,11.31141743398248,157.28772
159,20920,0.7666666666666667,430.8374999999999,15109.88,5.628545515151515,1.1967708333333331,5.9833115115459155,60.43952
1309,234369,0.725,863.8741258741258,21299.45,5.149717584233947,2.3996503496503494,5.861060410763848,85.1978
304,90339,0.7527777777777778,325.63750000000005,6736.45,0.0058293333333333,0.9045486111111112,0.27397013386922375,26.9458
160,69400,0.7722222222222223,468.12244897959175,9738.87,1.5346839727891155,1.3003401360544216,1.920151642262715,38.95548
547,51010,0.6722222222222223,24650.839024390247,562858.24,303.6771903030303,68.47455284552846,323.9755150042129,2251.43296
626,45309,0.8388888888888889,4896.801253918495,104788.81,55.57427866932649,13.602225705329152,59.60646847636916,419.15524
303,55684,0.8333333333333334,396.82084690553745,7343.939999999999,0.0975398787878787,1.1022801302931595,0.42429542616365956,29.37576
381,115537,0.7944444444444444,288.6679245283019,4829.86,0.0,0.8018553459119497,0.23769881654309738,19.31944
1472,102816,0.8722222222222222,116.46276923076923,1908.54,0.0,0.3235076923076923,0.09589933645285056,7.63416
323,7308,0.8416666666666667,1228.4432432432432,19677.9,0.3877066666666667,3.4123423423423422,1.3992478885964161,78.7116
301,304609,0.35,1356.3616438356166,20377.06,0.0,3.767671232876713,1.1168735081010588,81.50823999999999
526,65813,0.75,389.52258064516127,6009.81,2.6668769866405992,1.0820071684587813,2.987622897664359,24.039240000000003
101,192028,0.7861111111111111,186.21486486486486,2533.4,0.9695541130221128,0.5172635135135135,1.1228896561845174,10.1336
122,293629,0.3888888888888889,1298.52,16763.120000000003,6.63546181818182,3.607,7.704706583639927,67.05248000000002
1437,98202,0.7416666666666667,125.93357933579333,1410.55,0.0,0.3498154981549815,0.10369791801450906,5.6422
366,232628,0.8277777777777777,5327.4315789473685,59084.240000000005,0.0,14.79842105263158,4.386785208641911,236.33696000000003
282,77380,0.5138888888888888,343.8757894736843,3745.94,0.1332138181818181,0.9552105263157896,0.41637263580689204,14.98376
322,297369,0.4638888888888889,1343.0557377049179,15619.63,4.596043636363636,3.730710382513661,5.701960616663871,62.47852
