Branch,Customer,Lifetime_pc,Spend,Actual,LM_P,Spend_pd,Predict A_pd,A_pd
305,75229,0.8361111111111111,551.4545454545454,80552.26000000001,0.0,1.5318181818181815,3.121963715592453,322.20904
1436,197308,0.8944444444444445,215.29655172413794,12606.770000000002,0.919639704632532,0.5980459770114943,0.9166331594395324,50.42708000000001
154,259189,0.9,168.98023255813956,7649.559999999999,0.9638917632135308,0.469389534883721,0.8076704255771738,30.59824
305,302051,0.4083333333333333,266.4227848101266,11497.040000000005,0.0276792727272727,0.7400632911392405,1.2659742408912698,45.98816000000001
1409,129356,0.9277777777777778,119.26685878962533,4073.7,0.0151098181818181,0.3312968299711815,0.42039456353243826,16.2948
1329,138534,0.8277777777777777,1119.5529411764708,39321.93,10.389540125965532,3.109869281045752,7.845938956828398,157.28772
159,20920,0.7666666666666667,430.8374999999999,15109.88,5.628545515151515,1.1967708333333331,4.4828934106024265,60.43952
1092,71116,0.9305555555555556,1602.9103448275862,47650.880000000005,0.0,4.452528735632184,7.030255225654967,190.60352000000003
167,97177,0.9277777777777778,241.40338983050844,6851.959999999999,2.224173025166924,0.6705649717514124,1.8423366146895317,27.40784
1309,234369,0.725,863.8741258741258,21299.45,5.149717584233947,2.3996503496503494,6.269337072839771,85.1978
371,127014,0.9111111111111112,2572.85748502994,58579.28,1.1786254545454542,7.146826347305389,4.494650892547591,234.31712
304,90339,0.7527777777777778,325.63750000000005,6736.45,0.0058293333333333,0.9045486111111112,1.2719884264123966,26.9458
160,69400,0.7722222222222223,468.12244897959175,9738.87,1.5346839727891155,1.3003401360544216,1.7642148688270667,38.95548
306,48905,0.9444444444444444,504.62470588235294,11057.33,4.330350531194298,1.401735294117647,3.3204843018392642,44.22932
547,51010,0.6722222222222223,24650.839024390247,562858.24,303.6771903030303,68.47455284552846,190.66043190990402,2251.43296
166,62928,0.9111111111111112,44.53065902578795,899.5799999999999,0.254432900234436,0.1236962750716332,0.27681048613882164,3.59832
626,45309,0.8388888888888889,4896.801253918495,104788.81,55.57427866932649,13.602225705329152,36.64242101410389,419.15524
303,55684,0.8333333333333334,396.82084690553745,7343.939999999999,0.0975398787878787,1.1022801302931595,0.8389855191040066,29.37576
304,33041,0.8861111111111111,583.0765714285715,11373.03,4.159396571428572,1.619657142857143,3.396272255896926,45.49212
381,115537,0.7944444444444444,288.6679245283019,4829.86,0.0,0.8018553459119497,0.8772287595116608,19.31944
160,74564,0.9583333333333334,694.6363636363637,11431.68,0.0,1.929545454545455,3.419799523823247,45.72672
1472,102816,0.8722222222222222,116.46276923076923,1908.54,0.0,0.3235076923076923,0.3380682839545682,7.63416
323,7308,0.8416666666666667,1228.4432432432432,19677.9,0.3877066666666667,3.4123423423423422,2.400739587093054,78.7116
301,304609,0.35,1356.3616438356166,20377.06,0.0,3.767671232876713,5.794882880752968,81.50823999999999
481,118383,0.9472222222222222,105.96069364161849,1705.3400000000004,0.7971993217726396,0.2943352601156069,0.6199946267715083,6.821360000000001
526,65813,0.75,389.52258064516127,6009.81,2.6668769866405992,1.0820071684587813,3.0433415321736814,24.039240000000003
160,28846,0.9333333333333332,1533.3136363636365,20344.41,0.0,4.259204545454546,5.541531214952589,81.37764
402,42645,0.975,2693.8799999999997,35377.44,0.0,7.483,5.843162263955583,141.50976
122,5717,0.9111111111111112,1508.8095808383237,20019.77,5.247518542551261,4.191137724550899,5.196433491349689,80.07908
101,192028,0.7861111111111111,186.21486486486486,2533.4,0.9695541130221128,0.5172635135135135,0.9902675741757602,10.1336
325,180069,0.8916666666666667,2224.501840490798,34660.89,29.452897633017283,6.179171779141105,17.77008726125073,138.64356
154,246888,0.8805555555555555,293.2573170731707,4405.73,3.534070991869919,0.8146036585365853,2.506797833965998,17.622919999999997
323,131895,0.8972222222222223,669.1220338983052,8326.82,2.081762366718028,1.858672316384181,2.559665398573565,33.30728
122,293629,0.3888888888888889,1298.52,16763.120000000003,6.63546181818182,3.607,6.401746432650539,67.05248000000002
505,54134,0.9861111111111112,2167.6713091922006,24697.44,0.0,6.021309192200557,6.134790787702578,98.78976000000002
1289,104049,0.8833333333333333,410.20183486238534,4653.879999999999,0.0,1.1394495412844037,1.4563517298623896,18.61552
1437,98202,0.7416666666666667,125.93357933579333,1410.55,0.0,0.3498154981549815,0.6025514314473964,5.6422
168,45622,0.9694444444444444,334.65999999999997,3726.47,0.0,0.929611111111111,1.8655331948136278,14.90588
366,232628,0.8277777777777777,5327.4315789473685,59084.240000000005,0.0,14.79842105263158,17.248262343900024,236.33696000000003
101,41668,0.925,2520.9988439306358,31492.94,15.526415588018915,7.002774566473988,12.248765012470967,125.97176
282,77380,0.5138888888888888,343.8757894736843,3745.94,0.1332138181818181,0.9552105263157896,1.2393205458452625,14.98376
322,297369,0.4638888888888889,1343.0557377049179,15619.63,4.596043636363636,3.730710382513661,4.628247822900337,62.47852
160,62649,0.8472222222222222,159.9588785046729,1703.36,0.0,0.4443302180685358,0.4396473758911856,6.813440000000001
503,86039,0.8944444444444445,423.3163636363637,4507.03,0.0,1.175878787878788,2.0179985825237976,18.02812
365,127205,0.925,2489.2744186046516,30083.41,16.40536449894292,6.914651162790698,13.461312804385436,120.33364
325,57978,0.8555555555555555,271.78328173374615,3491.06,2.631382435125247,0.7549535603715171,1.8148955586689648,13.96424
372,66304,0.7916666666666666,414.7960396039605,4332.610000000001,0.058792,1.1522112211221125,1.4220662444120533,17.330440000000003
1572,313628,0.2166666666666666,2488.0277227722772,25328.05,0.135848727272727,6.911188118811881,7.6216493579442774,101.3122
101,288089,0.5861111111111111,635.5189427312775,6827.35,2.185053333333333,1.765330396475771,2.374062574787711,27.3094
726,267649,0.7111111111111111,427.13587786259535,5294.81,4.407898274346518,1.1864885496183204,3.6839174123039733,21.17924
166,56092,0.9666666666666668,1132.0044568245125,12671.76,6.312080744154638,3.1444568245125346,5.071201767164317,50.68704
1092,88928,0.6888888888888889,285.3793103448276,2993.99,0.9957934378265412,0.79272030651341,1.1738642798979637,11.97596
304,114330,0.3583333333333333,2171.452173913043,21877.65,9.477705454545456,6.031811594202898,5.184592001136011,87.5106
324,17575,0.9583333333333334,70.35807365439095,724.4599999999999,0.3921038702034509,0.1954390934844193,0.3913715818093797,2.8978399999999995
168,67764,0.8694444444444445,120.6886956521739,1041.8200000000002,0.0,0.3352463768115942,0.5277682506383915,4.167280000000001
1436,18619,0.8888888888888888,391.94865671641793,3399.03,0.091133818181818,1.0887462686567164,0.7698214045853926,13.59612
154,175540,0.9388888888888888,9438.729069767443,81874.56,3.5873556363636325,26.21869186046512,15.79897662301916,327.49824
202,38618,0.8694444444444445,389.74258675078863,3346.03,0.0998346666666668,1.0826182965299684,1.0765484136279326,13.38412
301,83193,0.6972222222222222,740.2412451361869,6446.9,0.622158545454545,2.0562256809338524,1.4437034158407303,25.7876
101,180471,0.8694444444444445,3432.4250783699063,30553.83,6.115990974826632,9.534514106583073,8.424124114344124,122.21532
1291,35403,0.8972222222222223,737.5578947368422,6492.11,1.0752817040581253,2.0487719298245617,2.4779830088564796,25.96844
153,85027,0.9583333333333334,1905.5130919220053,16502.84,2.4216163173799266,5.29309192200557,4.100136602767343,66.01136
156,63235,0.9416666666666668,923.7375,7560.579999999999,0.311811393939394,2.5659375,1.6108348807506958,30.24232
221,286368,0.6166666666666667,8000.257894736842,69106.23999999999,17.264338181818182,22.22293859649123,21.60609680791324,276.42495999999994
283,55661,0.9305555555555556,54.49139465875369,445.7099999999999,0.0364894545454545,0.1513649851632047,0.18947803304007496,1.7828399999999998
202,69536,0.9444444444444444,452.2813953488372,4327.610000000001,3.05555200845666,1.2563372093023255,2.3435359687498565,17.310440000000003
1109,258029,0.8972222222222223,11623.243243243242,92734.96,6.371082181818183,32.286786786786784,20.58491183222467,370.93984
163,57235,0.675,323.81538461538463,2532.4299999999994,0.0,0.8994871794871795,1.0283478056116557,10.129719999999995
325,5878,0.9861111111111112,9120.791061452514,78107.39,32.90037694667343,25.335530726256984,31.035320930216475,312.42956
153,81924,0.6861111111111111,420.474820143885,3478.55,1.0846324028776977,1.1679856115107916,1.4090772636320534,13.914199999999996
647,84495,0.9444444444444444,522.625641025641,5670.169999999999,6.734669780195113,1.4517378917378916,5.287828442718951,22.680679999999995
101,116333,0.9444444444444444,496.02782608695645,5562.29,7.211103283267457,1.377855072463768,4.928568612961264,22.24916
166,74668,0.8944444444444445,234.07613293051358,1765.2500000000005,0.0,0.6502114803625377,0.8675606274659103,7.061000000000002
202,291628,0.5444444444444444,6484.950000000001,51913.5,14.008676363636368,18.01375,18.109420440236143,207.654
155,171740,0.8805555555555555,244.25263157894736,1790.44,0.0,0.6784795321637427,1.3902585356089319,7.16176
303,67472,0.9833333333333332,14835.45,113846.7,32.283713212121214,41.209583333333335,38.77309107419195,455.3868
646,78302,0.9194444444444444,242.61,2042.51,1.2950761885521886,0.6739166666666667,1.193971426396425,8.17004
547,88424,0.9777777777777776,3377.173109243696,30648.51,28.5638818327816,9.381036414565823,19.64267975638805,122.59404
1329,105767,0.925,1352.3999999999996,9384.83,0.1494341818181817,3.7566666666666655,2.9378951208366044,37.53932
1434,98548,0.7944444444444444,1803.1470198675497,15213.94,11.506185546056589,5.008741721854305,10.23846966322943,60.85576
344,24452,0.7388888888888889,282.96000000000004,2032.66,0.388876831168831,0.786,0.8088450684061315,8.13064
321,7086,0.875,1178.9888888888888,9746.96,6.917985661054996,3.274969135802469,6.1015214934964765,38.98784
366,44869,0.8361111111111111,657.3811074918566,4952.71,1.978014919751258,1.826058631921824,2.1470912659119823,19.81084
381,315748,0.2305555555555555,1018.0800000000002,7396.72,2.087078787878789,2.8280000000000003,3.0818411216344113,29.58688
344,246871,0.9638888888888888,8051.949999999999,67939.37,54.787727205387206,22.366527777777776,40.92727732265346,271.75748
101,18729,0.9416666666666668,511.8655462184874,3433.880000000001,0.0,1.4218487394957984,2.189625660033623,13.735520000000005
166,66867,0.9027777777777778,216.35685131195333,1770.5100000000002,1.279802470182878,0.6009912536443148,1.0844428755418054,7.082040000000001
224,70268,0.9722222222222222,386.5776536312849,3324.74,2.945046431691213,1.073826815642458,3.0614909007554303,13.29896
314,168538,0.7277777777777777,59695.391489361704,427426.92,116.46008866537724,165.82053191489362,168.04075492710197,1709.70768
526,290729,0.5805555555555556,5757.914018691588,38779.29,1.699392727272727,15.994205607476635,11.028163188794624,155.11716
646,129860,0.6944444444444444,49.090909090909065,376.0,0.202021652892562,0.1363636363636363,0.23526361961308007,1.504
1432,221428,0.8777777777777778,683.8088495575222,5850.27,5.35187061553589,1.899469026548673,4.2763182580199315,23.40108
1433,179691,0.4666666666666667,773.8806629834254,5028.92,0.0,2.149668508287293,4.886874638528784,20.11568
