Customers,Intercept,Coef,ABSCoef,Spend,Unseasoned,Predicted,linear_output,Actual,ABS_diff_unseasoned,ABS_diff_Predicted,ABS_diff_linear_output,Unseasoned_diff,Season_diff,linear_output_diff,percent_error
94422,14.438909090909137,72.28757575757575,72.28757575757575,3397.33,10626.087575757574,10844.941908203176,4740.675505536803,8844.490000000002,1781.5975757575725,2000.4519082031748,4103.814494463199,1,0,0,0.5360032636745365
120278,500.8159999999999,72.31866666666669,72.31866666666669,8736.85,15494.366666666669,13913.210220108427,8672.756442687365,2606.2699999999995,12888.096666666668,11306.940220108427,6066.4864426873655,0,0,1,3.327650796996231
74177,2754.3163636363643,-72.39163636363637,72.39163636363637,25035.18,17046.37636363637,16098.35951460026,19132.32728278098,15422.16,1624.2163636363694,676.199514600261,3710.1672827809816,0,1,0,1.2405737771350434
71948,1261.694909090909,-72.39842424242423,72.39842424242423,9359.02,2274.529454545456,2305.8096531105457,6560.292367156055,10163.06,7888.530545454543,7857.250346889454,3602.7676328439447,0,0,1,0.6455036541313399
1020,684.3074545454546,-72.40654545454547,72.40654545454547,3584.78,0.0,0.0,2525.561441780712,9273.11,9273.11,9273.11,6747.548558219289,0,0,1,0.2723532279656676
69807,607.4709090909091,-72.42842424242424,72.42842424242424,2815.43,0.0,0.0,2053.9867099015464,941.02,941.02,941.02,1112.9667099015464,1,1,0,2.18272375709501
66673,808.83,-72.43599999999999,72.43599999999999,4828.68,96.50400000000025,90.66031158361756,3307.490782296005,4956.9400000000005,4860.436000000001,4866.279688416383,1649.4492177039956,0,0,1,0.6672444657986589
51047,724.8190909090907,-72.45090909090906,72.45090909090906,3987.9,0.3100000000000591,0.2948869813124477,2772.7180658338857,24993.640000000003,24993.33,24993.34511301869,22220.921934166116,0,0,1,0.11093694499216142
58053,420.70963636363626,72.47163636363638,72.47163636363638,7554.559999999999,14715.483636363637,12474.551917638915,7638.97667690508,3590.79,11124.693636363638,8883.761917638916,4048.1866769050803,0,0,1,2.127380514289357
116316,845.338909090909,-72.58909090909091,72.58909090909091,5186.88,166.3069090909089,134.06120651896472,3536.3748271539043,4468.0,4301.693090909092,4333.938793481036,931.6251728460957,0,0,1,0.791489442066675
76699,751.0145454545454,-72.61812121212121,72.61812121212121,4242.33,24.83333333333337,24.888949830339943,2933.9554601673954,1391.93,1367.0966666666668,1367.0410501696601,1542.0254601673953,0,1,0,2.107832621013553
90899,1486.456181818182,-72.64048484848485,72.64048484848485,11700.740000000002,4331.691515151517,4414.293015413924,8448.657679624115,8021.93,3690.2384848484835,3607.6369845860763,426.7276796241149,0,0,1,1.053195138778837
113335,362.8923636363636,72.6610303030303,72.6610303030303,7256.44,14164.77303030303,14403.659112697896,7870.707826473128,7039.719999999999,7125.05303030303,7363.939112697897,830.9878264731287,0,0,1,1.1180427384147564
61434,-32.67418181818181,72.75581818181819,72.75581818181819,2947.2700000000004,10222.851818181818,10157.771570168214,4317.173226226732,1707.13,8515.721818181817,8450.641570168213,2610.0432262267323,0,0,1,2.52890712847102
82409,2424.937454545455,-72.79187878787886,72.79187878787886,21011.5,13694.552121212117,12454.601380656106,15883.15057066844,13203.71,490.8421212121175,749.1086193438932,2679.440570668441,1,0,0,1.2029308861424888
38578,590.5314545454546,72.81212121212121,72.81212121212121,9181.86,16463.07212121212,16512.764656205152,9504.034835716762,4092.23,12370.842121212121,12420.534656205153,5411.804835716763,0,0,1,2.3224586193143497
56066,728.6859999999999,72.82733333333333,72.82733333333333,10564.09,17846.823333333334,16760.20378195491,10404.43743007981,5831.340000000001,12015.483333333334,10928.863781954911,4573.097430079809,0,0,1,1.7842275411963302
104574,538.6838181818182,-72.83084848484849,72.83084848484849,2109.45,0.0,0.0,1621.2547553788318,9093.110000000002,9093.110000000002,9093.110000000002,7471.855244621171,0,0,1,0.17829485790657226
101532,553.1134545454545,72.83212121212122,72.83212121212122,8808.58,16091.792121212124,16050.295532115975,9175.871584169994,5135.21,10956.582121212123,10915.085532115976,4040.661584169994,0,0,1,1.7868542054112673
63993,1344.6685454545452,-72.88078787878786,72.88078787878786,10167.05,2919.037636363637,2847.633937607165,7171.985845120009,1153.7,1765.3376363636369,1693.933937607165,6018.285845120009,0,1,0,6.2165084901794305
12910,1015.8554545454544,72.89412121212122,72.89412121212122,14316.82,20728.20212121212,20499.95886509337,13508.159492446686,18705.06,2023.1421212121204,1794.898865093368,5196.900507553315,0,1,0,0.7221660605444027
50906,1357.4334545454549,-72.91587878787878,72.91587878787878,10297.78,3029.5003636363654,3113.927225881236,7309.329606838091,16561.09,13531.589636363635,13447.162774118764,9251.760393161909,0,0,1,0.44135558751495774
48103,832.8650909090909,-72.98357575757575,72.98357575757575,5044.389999999999,133.07509090909105,136.8456522177431,3449.6335082162805,2390.12,2257.0449090909087,2253.274347782257,1059.5135082162806,0,0,1,1.4432888341239272
79604,2449.665818181818,73.10715151515151,73.10715151515151,28344.94,35097.19515151515,35107.36886588722,25245.095667621597,33716.84,1380.3551515151557,1390.5288658872232,8471.7443323784,1,0,0,0.7487384840222749
123806,281.07,73.11733333333332,73.11733333333332,6100.9800000000005,13412.71333333333,11597.936683258707,6559.662842410235,12912.29,500.4233333333286,1314.3533167412934,6352.627157589766,1,0,0,0.5080170010439847
52947,-95.68818181818176,73.13848484848484,73.13848484848484,2611.130000000001,9648.19848484848,7571.71010459609,3555.525868173194,522.6700000000001,9125.52848484848,7049.04010459609,3032.855868173194,0,0,1,6.80262090453478
36000,1602.3059999999998,-73.17133333333332,73.17133333333332,12764.98,5413.216666666666,4961.248249364495,9218.49799958431,6879.389999999999,1466.1733333333332,1918.1417506355046,2339.10799958431,1,0,0,1.340016774682684
168398,552.2327272727275,-73.19727272727276,73.19727272727276,2228.45,0.0,0.0,1694.196060498245,607.92,607.92,607.92,1086.276060498245,1,1,0,2.7868733723158394
91118,371.50272727272727,73.28272727272727,73.28272727272727,7012.750000000001,14341.022727272726,14458.695480346692,7733.161961212629,5570.7,8770.322727272727,8887.995480346694,2162.461961212629,0,0,1,1.3881849608150914
54524,531.3858181818182,73.29848484848485,73.29848484848485,8612.29,15942.138484848483,16422.073812293198,9135.430954567335,7418.99,8523.148484848483,9003.083812293198,1716.4409545673352,0,0,1,1.2313577662953226
109939,746.9949090909092,-73.31442424242427,73.31442424242427,4170.8,13.850666666666598,13.826224271970071,2887.7341910351442,2997.4,2983.5493333333334,2983.57377572803,109.66580896485584,0,0,1,0.9634130216304612
127494,964.3709090909092,73.35557575757574,73.35557575757574,12946.17,20280.26757575757,18154.60737997348,12164.123022518952,5852.210000000001,14428.05757575757,12302.39737997348,6311.913022518951,0,0,1,2.078552038036733
50706,919.6729090909092,-73.38242424242424,73.38242424242424,5902.92,337.3987272727276,343.8055296941698,4020.3361872791065,3187.21,2849.8112727272724,2843.4044703058303,833.1261872791065,0,0,1,1.2613967034739182
87821,609.8383636363637,-73.48363636363638,73.48363636363638,2791.6199999999994,0.0,0.0,2039.392319356226,371.27,371.27,371.27,1668.122319356226,1,1,0,5.493016724637665
94505,67.43636363636364,73.51636363636364,73.51636363636364,3982.6,11334.236363636364,10963.161806645589,5124.817292230604,20242.31,8908.073636363637,9279.148193354413,15117.492707769397,1,0,0,0.25317354058062563
168158,102.65163636363638,73.5229696969697,73.5229696969697,4335.05,11687.34696969697,10623.634799750029,5267.90564382849,3866.62,7820.72696969697,6757.014799750029,1401.2856438284898,0,0,1,1.3624058334743239
77325,1220.5001818181818,-73.54115151515151,73.54115151515151,8895.650000000001,1851.256484848485,1788.218852317134,6165.065485828851,5304.93,3453.6735151515154,3516.7111476828663,860.1354858288505,0,0,1,1.1621388945431608
129336,1126.089818181818,-73.56351515151515,73.56351515151515,8184.87,1239.2752727272714,1147.910138524664,5591.822440587033,2284.54,1045.2647272727286,1136.629861475336,3307.2824405870333,1,0,0,2.4476798132608897
90093,850.3287272727273,-73.64927272727273,73.64927272727273,5189.07,154.02272727272725,168.91690957204494,3545.205863573483,76.87,77.15272727272725,92.04690957204494,3468.335863573483,1,0,0,46.11949868054485
