Branch,Bus_Type_ID,Customer,Predicted_spend,Training_spend,Testing_spend,Intercept,Slope,Churn_time,Error_slope_ratio
282,49,73739,108.4377694881661,2046.7401345805242,138.92000000000002,320.60031547078336,-25.761400447273534,7.872077440694325,-0.7017179048463213
546,49,63506,60.98008729423571,1818.3999915579427,863.2100000000002,294.2232495274776,-24.97405563815185,7.27359996623177,-0.5753585626146895
224,49,258768,48.85125460401059,1718.3938825572072,1888.0800000000002,281.4294144698072,-24.353339158685888,7.15997451065503,-0.9024779411709624
1092,49,76245,0.0,1263.7591733408324,474.13,234.75385833105057,-24.083986888214962,5.265663222253468,-0.493765732513532
282,49,7882,0.0,1285.9888101091365,108.62,235.20190977497776,-23.6895619475698,5.358286708788069,-0.5808013560656202
507,49,62129,4110.2583476497475,6437.592468554158,304.0,749.1341284563063,-23.41664035575345,27.9895324719746,-2.329797970413364
101,49,115833,352.1150020647939,2459.345869607048,10009.97,351.22751611258985,-23.398428700418904,10.692808128726295,-1.5634776868146278
324,49,126149,0.0,1237.6948849777075,0.0,226.53504775217078,-22.836790945422226,5.381282108598728,-1.0957497078183247
301,49,124249,13.911140308851671,1379.6836528110794,487.08000000000004,238.60192755759962,-22.363013839220375,6.271289330959451,-0.5180301795415461
504,49,81933,5705.836922632541,7900.62656550146,5694.210000000001,889.5256567187336,-22.10288892635279,35.91193893409755,-3.5101787265836326
1409,49,93036,3677.503192221815,5860.1056638327245,8073.36,684.8237718956468,-21.958490113860964,26.636843926512384,-2.787343038086708
547,49,116742,201.43513561640395,2031.0209802668978,609.3299999999999,301.17313073722073,-21.793562824562432,9.231913546667718,-0.9923759058673036
547,49,81547,15.736779089815473,1365.4699403163868,1067.6100000000001,234.41002488958685,-21.747340190655144,6.206681546892668,-0.751948568479089
607,49,114483,4663.3217879305475,6800.776604603259,0.0,776.898744569358,-21.515796468673795,30.912620930014814,-3.412215829646998
221,49,179849,923.0043595715346,3000.3649231735917,554.0899999999999,394.08036825525244,-20.898639097309626,14.28745201511234,-1.3637256320007571
222,49,138059,4.107773696081904,1190.4864508560408,2059.52,212.8349254218349,-20.841395630273514,5.66898309931448,-0.9991675703391696
168,49,16388,37.12315209952971,1432.503339372016,0.0,235.99776387497127,-20.610539986171045,6.821444473200076,-0.8791339879390742
163,49,72656,0.0,641.5089654794903,1380.23,155.94909210137058,-20.399599011871455,3.2075448273974514,-0.29106532549676867
282,49,85728,208.13433531772182,1944.3287534266092,1062.82,286.07509197658413,-20.364937029760718,9.721643767133045,-0.5339817632140544
806,49,106040,0.0,582.8243251794748,24.6,149.18753198085926,-20.2011332139804,2.914121625897374,-0.4911673041362324
1451,49,75441,0.0,583.3820560507811,117.78,148.2213611574686,-19.97403456719789,2.9169102802539055,-0.6727635724107218
367,49,50893,29689.853476336906,31637.289123362443,47173.32,3253.1849500445437,-19.879119490733153,158.18644561681222,-6.612515727428499
365,49,191120,61.811033850239085,1500.4219212734006,232.67,239.0473388062526,-19.77892148420279,7.502109606367003,-0.8804294287627367
224,49,88750,178.57223590492842,1754.6402515799143,103.28999999999999,259.48246044332734,-18.670763396741318,9.234948692525865,-0.9307038718044542
222,49,118122,0.0,578.7459161912233,917.4300000000001,139.39927517055173,-18.11659634476209,3.21525508995124,-0.3697378130502156
305,49,57609,0.0,616.3989432302822,0.0,141.6559986805006,-17.781356523882753,3.4244385735015674,-0.6707193058654333
1092,49,228888,0.0,521.3011775832504,4287.450000000001,131.9958722187225,-17.747945435643878,2.89611765324028,-0.38339783254365567
666,49,81681,0.0,567.061461687837,0.0,135.78494750506079,-17.573066963617133,3.1503414538213166,-0.40387658448361347
162,49,135554,1818.214231842827,3562.4069261638324,423.58,435.15100268578266,-17.535624459866536,19.79114958979907,-2.3659794156450955
526,49,84456,326.42683072080945,1920.942927643664,1016.98,269.64646770670254,-17.23381665385247,11.299664280256847,-1.1092860154628992
122,49,121335,0.0,592.7651361645837,4734.02,133.39107928645166,-16.469903482220726,3.7047821010286484,-0.4900171565945749
626,49,100905,0.0,415.89488804490395,0.0,112.1219849970982,-15.673888042801734,2.5993430502806496,-0.574256083225262
726,49,72005,0.0,466.9093944565311,38.53,116.90106770651597,-15.602250724636193,2.9181837153533197,-0.4229618050161229
606,49,76212,0.0,436.1835157983698,1580.7899999999997,113.31510027774956,-15.488166377313906,2.9078901053224655,-0.5946835103843034
345,49,125858,0.0,327.51004949678986,0.0,101.73986125399647,-15.330856956514994,2.183400329978599,-0.2746751473083886
370,49,47799,846.815097464418,2356.3160382260985,0.0,303.888562878565,-15.16821312354558,15.70877358817399,-1.6973401065643285
324,49,184031,34.2216330780922,1062.451109162987,0.0,172.45158694069397,-14.712550227643392,7.083007394419913,-1.2743962324961662
1092,49,92932,2298.647647166304,3744.8858538522936,240.72,439.95754356126037,-14.548657372451325,24.965905692348624,-5.668713042300197
345,49,209028,102.33146485646171,1266.4311001045007,662.8599999999999,191.4128084524855,-14.39326632045232,9.045936429317862,-1.098923490677155
166,49,14225,3826.941145308937,5187.588302586682,2835.16,580.4344860295151,-13.705701282410434,37.05420216133344,-5.343713911669548
166,49,14103,0.0,278.27765158438933,685.9,87.0996496905985,-13.171529896035459,2.1405973198799177,-0.28217991679093535
304,49,89379,0.0,320.4099938397078,3261.69,91.16404546307145,-13.138454684244593,2.4646922603054446,-0.40583761026096477
306,49,116937,98.2643711515471,1155.7394347937002,1348.7800000000002,173.9242469369512,-12.966734101684702,8.890303344566924,-1.1080299319407245
166,49,14059,8.469661904803662,799.8789786828909,541.35,137.9744644501333,-12.885903684854272,6.152915220637622,-0.8456747038292493
1451,49,70582,215.0962969901805,1385.2777449980276,103.19,196.30687327040874,-12.83979972680133,10.655982653830982,-1.0680822195170265
1409,49,110554,0.0,506.3475247638858,145.64999999999998,107.97078585474924,-12.74134075074681,3.894980959722199,-0.48500579284145856
224,49,94812,0.0,346.94168064469324,342.93999999999994,91.09186625483545,-12.532821820081363,2.6687821588053326,-0.3134667298570025
607,49,131234,230.7779281121216,1371.3379062978538,54.0,192.70304426731835,-12.348723030562883,11.427815885815448,-1.1169838455048324
314,49,77879,40.748714419127666,903.9872429494914,4629.139999999999,143.22533150000928,-11.739246045568919,7.533227024579094,-0.6825075605482949
1069,49,103257,0.0,269.82950980554557,0.0,78.49585739797689,-11.447312537204965,2.452995543686778,-0.6461818787370652
1092,49,71384,0.0,564.4613461360799,60.800000000000004,106.57169905600415,-11.139014320532482,5.131466783055272,-0.5661770690850219
314,49,89143,0.0,225.76279036553603,369.51,70.92974594510837,-10.745214868567723,2.052389003323055,-0.2953065591790627
372,49,79943,1688.9061951102124,2697.0636264559976,918.46,315.3483103040059,-10.142655035201363,26.970636264559978,-2.3539752080585847
1436,49,138095,727.5253385922426,1691.710667177047,52.77,212.77893284036176,-9.690636916146008,16.917106671770473,-4.9241996430155295
161,49,81013,176.3280008580045,1064.4265879213663,1627.57,149.83084530162677,-9.641819224331138,10.644265879213663,-1.8558218975406882
301,49,57966,2532.409431495402,3489.4748528193913,15718.410000000002,392.321731720535,-9.638721430799084,34.894748528193915,-4.3878277487214765
1092,49,71010,0.0,494.17193842187424,1291.1499999999999,92.52747578244887,-9.580062653391433,4.941719384218742,-1.46350789563678
303,49,70818,73.47501500801026,843.7157810065205,458.93,126.69812646569747,-9.40589963667676,9.374619788961338,-0.7012689579918636
224,49,50146,0.0,510.6316069681916,10678.179999999998,92.84211035785302,-9.284211035785301,5.673684521868796,-1.6248076809271923
526,49,116303,0.0,308.11637830288913,233.48999999999998,71.70477549045971,-9.0873639244824,3.423515314476546,-0.9562417778783994
607,49,99630,0.0,365.91931863281513,7.52,77.15269823025596,-9.013503637105432,4.06577020703128,-0.6728367727636441
162,49,264328,742.0530087931879,1635.9495458798974,229.19,204.02712093644993,-8.984925855213374,18.177217176443307,-0.8310197368807685
303,49,89425,2.216627328250317,510.20238895558504,318.70000000000005,90.8121890779691,-8.842655596091243,5.668915432839834,-0.7634628604194051
363,49,103094,1036.639233971942,1913.2988324649443,2516.7200000000003,230.99748298075258,-8.815022163168479,21.25887591627716,-1.1887598741933512
370,49,73920,4330.709998348186,5203.775223414752,2632.44,560.0435431583526,-8.8146712926394,57.81972470460836,-7.342567236204508
461,49,148815,0.0,310.68598924072387,2951.9900000000002,70.57155374080797,-8.778434403719018,3.452066547119154,-0.922535087598972
342,49,156078,19793.01848430794,20639.71566622397,7931.4800000000005,2103.201038464234,-8.717660409297137,229.33017406915522,-12.66246957085553
202,49,211028,0.0,174.5057099544499,553.93,55.89421973862405,-8.54303305403979,1.9389523328272213,-0.38075291770142616
527,49,101247,0.0,253.36557656447036,92.68,62.30891123906763,-8.216078573915688,3.1670697070558793,-0.3502452930529432
547,49,112878,0.0,167.26466180000432,160.08,53.576402355422985,-8.188874705649457,2.090808272500054,-0.4295037020338216
155,49,125217,0.0,268.8838499843723,170.81,62.736490215003414,-7.966245603681373,3.361048124804654,-0.5423423523020834
1092,49,71566,12.51535779617851,532.029343789959,189.06,88.1402549039507,-7.763849005545515,6.650366797374486,-1.4786378505273685
222,49,90168,456.52510538897286,1221.3921911965365,435.32,156.7264941201792,-7.686061111227903,15.267402389956706,-1.7165080879209982
505,49,76897,0.0,180.8099837868599,1995.8999999999999,52.59926801072288,-7.6707265848970865,2.260124797335749,-0.6461818787370652
342,49,75727,1777.4132018277462,2539.2940494510794,0.0,288.44623005606957,-7.67040558021369,31.74117561813849,-3.7373999549362793
371,49,23401,83.04409783080045,733.695108257556,148.25,107.41053481052691,-7.564671996615847,9.17118885321945,-1.8834360195299253
344,49,72451,705.8950110223,1452.8805132271893,964.75,179.07941969029656,-7.509192970572809,18.161006415339866,-1.520076657817848
324,49,128023,3853.515230892764,4591.932635333989,1929.01,492.7511348544951,-7.457304738021366,65.59903764762842,-8.503865312971499
166,49,15063,19.529991569409134,548.8318404913599,569.77,88.36859235394306,-7.441201845512682,7.840454864162284,-0.900587317822778
282,49,186948,0.0,309.300849819549,0.0,63.489737879953445,-7.235478421777455,4.4185835688507,-0.6830301745169497
1349,49,101033,22.106224757661355,537.9098731843333,1659.8000000000004,85.71198649256753,-7.093555372029825,7.684426759776189,-0.9170001435670508
224,49,260429,1398.628066817342,2091.858858554528,1321.49,240.58186103996542,-6.976883374336135,29.883697979350398,-3.3204190996327663
1409,49,123568,597.8227232387842,1286.4161693447268,2249.7599999999998,159.78892221679553,-6.921623396071744,18.377373847781808,-1.256782449413361
626,49,66017,0.0,276.5502246794457,99.41,57.35954991368518,-6.6010060990534685,3.9507174954206525,-0.7826483120989354
526,49,81256,3.3511311584348786,386.3819203782507,57.11,67.30037367828004,-6.369373697878883,6.439698672970845,-0.4694552235326766
626,49,70237,3244.568866374565,3821.1190882579613,870.99,408.3251313527858,-5.825160561553243,63.68531813763269,-8.234258358398089
1329,49,177120,2304.13324511657,2880.565280942501,1859.0800000000002,314.21848698314255,-5.813768641976101,48.00942134904168,-7.474735822506096
666,49,138874,639.6375031862442,1216.1296693974039,1825.03,147.69636364901584,-5.796310379838991,20.268827823290064,-2.092334077416472
283,49,44907,0.0,314.78057742714,57.02,57.31247401241393,-5.740981393266652,5.2463429571189995,-1.6029880897622955
526,49,58470,0.0,100.26751801989184,0.0,34.63786986141717,-5.469137346539553,2.005350360397837,-0.4690415759823431
481,49,58437,64.6041275941168,535.7650615750827,1400.54,77.95887563141103,-5.418304327533949,10.715301231501652,-1.2402612716871066
481,49,90246,0.0,184.12934737151176,4.65,42.773449799209956,-5.413447791568617,3.6825869474302353,-0.5812786605214689
363,49,115281,405.6725306727831,936.8459943819396,1878.4299999999996,117.70858132181156,-5.338662640803912,18.73691988763879,-1.801043560855785
166,49,73948,4714.920065067621,5240.299786261967,3125.64,548.0025626871633,-5.327240902437025,104.80599572523934,-9.336497480825816
161,49,104543,0.0,124.93978046337953,162.81,36.346117952983136,-5.300475534810041,2.498795609267591,-0.6461818787370651
1349,49,100904,0.0,135.24944789744654,308.22,37.19267128207957,-5.259494776074425,2.704988957948931,-0.4222129565847519
365,49,45230,906.4353188048153,1429.023572930267,3291.6000000000004,166.56281929410554,-5.257880444684192,28.580471458605338,-3.2281151331809728
1437,49,98202,0.0,207.20740727124453,196.35999999999999,43.64081874686243,-5.0933506710528835,4.144148145424891,-0.6319143261448961
166,49,121312,2.042291575677869,298.54759943623793,119.88000000000001,52.4830138160349,-5.028500860535802,5.970951988724758,-0.6253173386641054
341,49,40078,50.843317903701966,468.34478115248834,720.73,68.82403305457558,-4.886567764294831,9.366895623049768,-2.1349291126221654
527,49,65171,0.0,130.911576060539,339.92,34.8689864054691,-4.839517510981156,2.61823152121078,-0.5675223571136977
156,49,161899,0.0,130.33440735531687,2150.0,34.75417373210928,-4.826829554795021,2.6066881471063374,-0.5859769826850433
325,49,84197,0.0,100.59827192627878,259.24,31.231035184639243,-4.7047128871136366,2.011965438525576,-0.36018386559950755
461,49,85373,0.0,144.9736773203844,0.0,35.319946829737546,-4.627239799488689,2.8994735464076884,-0.8038376968270092
766,49,100756,258.14534802734715,717.7932834817657,4179.86,92.56380793872465,-4.618773242344019,14.355865669635312,-2.6949882020825764
163,49,127725,0.0,247.03872799245892,81.12,45.2930758519285,-4.57537845615169,4.940774559849179,-0.633557173240957
166,49,14683,0.0,132.68327209850466,62.85,33.79521398651768,-4.5615303948149375,2.653665441970093,-0.45833588493848343
161,49,18413,11565.79461886111,12006.231406824056,15281.3,1221.0916199008718,-4.548550937436946,240.12462813648114,-17.490207334241756
341,49,38727,112.51376215560255,545.303981300385,0.0,74.94447188767089,-4.536460835029421,10.906079626007699,-2.9067966460705983
607,49,140901,763.275176611069,1207.5514274054165,0.0,140.86962922143402,-4.469885884642752,30.18878568513541,-6.324015789001567
