Branch,Bus_Type_ID,Customer,Predicted_spend,Training_spend,Testing_spend,Intercept,Slope,Churn_time,Error_slope_ratio
1409,49,132135,150.75378543880686,573.0452153190663,776.6800000000001,76.62432263543431,-4.293289134117261,14.326130382976658,-1.0311041462038164
646,49,63877,861.4374774663567,1283.2666222172165,1150.3,147.4315386315904,-4.2455280910819475,32.08166555543041,-3.0236727886785064
202,49,100936,0.0,118.72693799489818,79.94000000000001,30.49557448461062,-4.138417930026845,2.9681734498724546,-0.6380686730359983
301,49,117194,256.72311882632135,666.8090859218951,449.69,85.225571998643,-4.121036312545221,16.670227148047378,-1.2024681063421592
421,49,96701,0.0,195.28957772528472,77.1,36.85921134858764,-3.8511674613464826,4.882239443132118,-1.0580770177737422
222,49,104402,0.061742629200818834,212.1360049263506,0.0,38.515814393649514,-3.844936422447656,5.303400123158765,-0.8865551024472541
381,49,68881,602.2876151734264,981.2675176502622,766.31,115.2825805075806,-3.812406387234305,24.531687941256557,-2.1722370222732517
1436,49,98145,215.96117884717054,594.8651060292649,1338.52,76.62004112916354,-3.8074512280526784,14.871627650731622,-1.6030162066420193
526,49,118433,305.11064819162976,681.5284334293284,3302.54,85.17837632489807,-3.783451773770051,17.03821083573321,-3.6973517112078564
160,49,130536,0.0,87.52890590007961,0.0,25.462954443659523,-3.71334752303368,2.1882226475019904,-0.6461818787370651
168,49,164040,458.230784981825,806.4993798860651,36.79,96.41086261279719,-3.502427694264597,20.162484497151627,-3.122058932567494
1092,49,84772,60.58968612421984,372.8876693290709,440.78000000000003,52.596203677954264,-3.401652610010483,12.429588977635696,-2.6255538787008015
1435,49,214649,1495.2992503010614,1830.4087425495045,1567.97,198.2577694628446,-3.381532268420928,61.01362475165015,-7.50446950704554
221,49,91062,0.7862159454234063,194.44427072560055,647.13,34.661190518176866,-3.3815029879148466,6.481475690853351,-1.1685190290442027
441,49,191369,383.5486761853236,712.8106190979545,1826.2700000000002,86.1794132339316,-3.31074473869692,23.760353969931817,-3.3170032921873007
27,49,111921,0.0,110.25895707893565,49.9,25.668641945818084,-3.253943608427671,3.675298569297855,-0.8220007081252733
163,49,57235,264.90285888004826,576.458972999013,3199.5899999999997,71.73831380463706,-3.131648112163502,19.2152990999671,-2.541006028238847
1437,49,201688,0.0,141.7911829462228,84.42,28.252207028444253,-3.127353051960439,4.726372764874093,-0.9688255052112658
222,49,121577,0.0,154.35942604386955,428.75,28.065350189794465,-2.8065350189794467,5.145314201462319,-1.6248076809271916
1572,49,142035,0.0,153.03599413461964,0.0,27.824726206294482,-2.7824726206294486,5.1011998044873215,-1.6248076809271919
159,49,17929,248.7690684552788,515.6226708621216,985.44,63.63375192546934,-2.6825521865015967,17.18742236207072,-4.5859889810273975
154,49,16383,0.0,123.07834339326189,320.39,24.36721328820264,-2.679861988639212,4.102611446442062,-0.8856476966021226
461,49,90555,0.0,88.12537667997967,0.0,20.829634487995193,-2.6704659599993836,2.9375125559993225,-0.947417542586161
27,49,67687,0.0,143.34902929974137,109.10999999999999,26.063459872680248,-2.606345987268025,4.778300976658046,-1.6248076809271923
606,49,90062,2836.891899450189,3092.4202605851606,2207.26,320.92809523864986,-2.596904262251955,103.08067535283868,-10.44677401928366
166,49,89468,0.0,116.11986849040763,150.29999999999998,22.798636012627718,-2.4859220363526564,5.8059934245203815,-0.6524067893604464
547,49,73447,160.58507481457377,404.40106083594566,110.28999999999999,51.466195661110845,-2.450242128336951,20.220053041797282,-1.734917431493196
224,49,185088,0.0,61.9527648837378,75.86,17.081095239052164,-2.4190708334840854,3.09763824418689,-0.5920370082511497
481,49,97213,20.29885533184569,219.8789672018568,2508.8199999999997,32.839632734281714,-2.4114968920213413,10.99394836009284,-0.8179377238599471
322,49,20445,0.0,96.1252630757725,57.760000000000005,19.87816766534698,-2.2812536350599393,4.806263153788625,-0.6878418045294664
1451,49,70574,1.2246039187981415,127.38851645402715,1048.12,22.08320664447084,-2.07652333312625,6.369425822701357,-1.1004657593690959
344,49,126313,209.9142171871899,408.6600588981937,735.95,49.857746819096214,-1.9981646509504103,20.433002944909685,-4.065530502825278
202,49,38618,61.25571683876198,236.0961938167619,2589.85,31.621671542250382,-1.780456035683154,11.804809690838095,-2.621069437076586
1436,49,117550,0.0,84.56927008803744,0.0,16.447802662602996,-1.7757501452887223,4.228463504401872,-1.0722946060190988
82,49,83636,7.771643289080091,141.96400738905106,40.7,22.18023839871092,-1.7741861466235143,7.098200369452553,-1.5782543599922798
304,49,65193,279.03840560731203,447.4397191150266,7479.8499999999985,52.36779369862443,-1.6941826193603933,22.37198595575133,-3.142763055021546
156,49,44353,0.10698598899792279,89.88400657905731,221.23000000000002,16.248338668578366,-1.6133195579272521,4.494200328952866,-1.2498652577541263
526,49,68274,93.76060532405386,249.5473896795209,17.71,31.99945229015236,-1.5654918493778376,12.477369483976045,-4.680842288621003
381,49,9444,12.482847903426201,134.53663733056214,129.14,20.083740125842713,-1.4733503095081109,13.453663733056214,-1.2789306337870758
607,49,34609,62.020361690826675,202.9924145217787,2112.3100000000004,26.68399672859396,-1.418834505870242,20.29924145217787,-2.668835039589928
1433,49,129358,85.81625749065944,216.20127914783782,17.81,27.516526436997545,-1.310310782714169,21.620127914783783,-4.941659640242333
303,49,72250,42.35997203646331,170.20525482347122,846.03,22.906493268516897,-1.3079928413710613,17.02052548234712,-2.6189264225209463
1451,49,100382,62.84490339128114,188.5905605032865,2283.11,24.544676093328945,-1.2634711206667326,18.85905605032865,-4.3817847181385225
166,49,92796,1224.2340751834954,1345.396710326377,127.36,140.07489265069697,-1.230049248457614,134.5396710326377,-10.945166823309382
202,49,69536,30.31456772029832,138.66283618475015,2402.68,18.930638058156923,-1.125412097707091,13.866283618475014,-1.1889312264215177
626,49,56762,375.93265162415383,476.32814674501526,1004.31,52.18812821713209,-1.0122918983623481,47.632814674501525,-5.649061393716964
526,49,55310,47.2939377669331,130.0928669935087,593.98,16.753348874197577,-0.8320138166326014,13.00928669935087,-2.062115866122296
324,49,17514,30.973917356372038,102.00067106204558,193.0,13.418195130906609,-0.7151395610449,10.200067106204559,-2.886638740357985
323,49,77821,0.0,23.21263744557263,172.66,5.486623396226257,-0.7034132559264431,2.321263744557263,-0.9474175425861613
766,49,59997,644.9499475945439,714.2554885861429,556.8599999999999,74.58901788308559,-0.7029931165491767,71.42554885861429,-13.978616787580767
304,49,94300,0.0,12.341873893310389,0.0,4.2635564358708615,-0.6731931214532939,1.2341873893310389,-0.46904157598234303
546,49,118999,2123.1925925448654,2187.356162774264,5813.01,221.73889988717812,-0.6673963577226082,218.73561627742637,-41.099997617172626
502,49,78370,0.0,12.778879927092284,311.45000000000005,4.15599429683127,-0.639579178693787,1.2778879927092284,-0.3008146981514591
481,49,51122,676.029571203297,734.5715189989842,743.5999999999999,76.13572281916537,-0.5952379820593198,73.45715189989842,-18.996981620560263
154,49,237608,273.0818519810981,325.0478205805469,36.71,34.86650251798043,-0.5248267688723872,32.50478205805469,-6.239804465254362
381,49,58012,183.9578348700154,235.99320414761328,96.5,25.959825106005475,-0.5245565980542549,23.59932041476133,-7.031468952368199
504,49,166258,701.9731826753738,749.6164388741435,4744.33,77.14896069368211,-0.48607040139283864,inf,-14.71166560363409
314,49,75737,165.18256702251588,209.9762022203647,126.07,23.029948082225523,-0.4516284133753455,inf,-5.465732839328313
164,49,76653,378.4506917377016,410.4440783776369,706.62,42.50869594106489,-0.3253973562891556,inf,-26.29993641838567
303,49,55333,34.183038097492386,63.96131360203732,0.0,7.743505698172134,-0.2994165195485337,inf,-4.3261272569948925
162,49,64824,55.24627359142572,84.66677127982632,188.0,9.79891173325601,-0.296052134505195,inf,-6.800382427529524
504,49,228630,0.0,5.291593714869155,0.0,1.8280051015002532,-0.2886323844474084,inf,-0.46904157598234303
324,49,17343,0.0,13.120882071706227,101.51999999999998,2.3856149221284046,-0.23856149221284048,inf,-1.624807680927192
726,49,88431,0.0,5.396590196110911,0.0,1.5699171479595377,-0.22894625074409924,inf,-0.6461818787370653
122,49,28154,0.0,8.147779474897204,0.0,1.7200414082418054,-0.20116965794490776,inf,-0.7603561283470313
314,49,57339,2.0631426343318884e-16,10.675679398236303,373.03999999999996,1.9410326178611461,-0.1941032617861146,inf,-1.6248076809271923
221,49,75589,0.0,7.725568190089961,0.0,1.4046487618345385,-0.14046487618345385,inf,-1.6248076809271919
1472,49,251668,430.90174665236856,440.9423102762877,3560.81,44.56901398223241,-0.10550732324525428,inf,-55.286376727436654
607,49,87522,0.0,2.5184087581850925,430.70000000000005,0.5952602519346581,-0.07631541691469977,inf,-0.947417542586161
160,49,133115,15.868194928025346,21.611821937283253,59.0,2.4215163591327884,-0.057852036756547404,inf,-7.556383741479533
282,49,55321,0.0,0.7006099552845746,366.18000000000006,0.16559871670362672,-0.021230604705593167,inf,-0.9474175425861611
202,49,99398,2046.2635207437784,2042.4122770169597,0.0,204.1671085278477,0.01647092752184445,inf,1866.9682158035198
1451,49,70840,26.927872360302068,24.883794257079497,0.0,2.3973207529174143,0.020235260620119003,inf,24.623542918398588
202,49,37706,486.72015849691616,483.81786638587306,411.51,48.27439682179655,0.023864403731279082,inf,241.19785705430837
461,49,52947,100.93867837505219,82.09118257641552,0.0,7.362313153460763,0.1881789120401756,inf,12.206499405221999
1092,49,72378,168.89605754769167,147.38862875997404,469.95,13.775171627410934,0.21415361079699324,inf,9.954038724078117
224,49,70268,196.28793416622486,174.0934235954775,2431.76,16.41593889292258,0.2207563259167048,inf,17.505146494276673
607,49,60355,83.05293479608923,59.521543643149535,315.74000000000007,4.892806733540301,0.2354105846165896,inf,6.253120102356667
1436,49,197308,156.24747579721992,110.37685944086581,4430.5,8.972384258895616,0.45895593004243673,inf,3.492257031252951
241,49,66456,6145.171529575308,6065.1111605224705,120.58,603.1931979527204,0.7373151332281429,606.5111160522471,88.19006941252478
365,49,102189,118.07147369276367,39.832352525627776,58184.670000000006,0.4533096224951354,0.7844279177928093,3.9832352525627774,1.2943298345022758
502,49,61803,283.13780787742843,201.7191477059148,22.0,16.506363524735963,0.8145669435234476,20.171914770591478,4.541865339527609
283,49,67538,1006.0648888539939,902.2564946804227,295.67,85.58358892966925,1.0315690085273386,90.22564946804228,13.182870191164124
224,49,59956,134.79246042557725,30.083686441482417,302.82,-1.7169261912538665,1.0500655189782462,3.008368644148242,0.6641550096956675
527,49,94837,254.91052749211292,145.46949969602647,320.41,9.613666156574016,1.09628529178414,14.546949969602647,2.601534256845127
1069,49,71286,1377.3220572517566,1262.1734380617265,936.74,121.0809380072135,1.1414235108798108,126.21734380617265,11.742452412350024
306,49,113816,226.83029525517912,108.35468615691957,174.54999999999998,5.492533334904489,1.187318951286104,10.835468615691957,0.9814238304823271
926,49,82239,180.71873494288923,59.59861878452559,294.68,0.4951674271407116,1.214376544735966,5.959861878452559,0.640083177009116
154,49,115860,556.992777980762,431.2413865291618,457.0300000000001,37.4685269616402,1.2568025980613287,43.12413865291618,6.8247289421223645
168,49,87831,816.1756297006604,671.8064811581049,488.06,60.69634067603763,1.440957208838415,67.1806481158105,9.480785036084477
224,49,83305,312.610196838878,163.28724135549203,3166.33,9.595960259548841,1.4961697502223024,16.3287241355492,2.4699965141511613
441,49,105763,2866.1187484701204,2708.9645271354143,7015.209999999999,263.93447858426435,1.5471053620615665,135.4482263567707,16.836470760616823
324,49,17542,301.1457887014028,127.54299686742564,104.33,4.923749910039101,1.7401221726007696,6.377149843371282,1.2444404999745224
322,49,20453,1812.6066177764508,1633.1149581172153,4317.72,155.2886298060874,1.7828591123631392,81.65574790586076,3.7994832826433664
507,49,30435,1072.666219328592,878.4531644914673,717.1999999999999,79.12104603757886,1.9387267581261936,43.92265822457337,6.925724396065057
303,49,104228,6175.708018979205,5972.896402171237,3721.7100000000005,588.4259818703351,1.96970185484192,298.6448201085619,14.895774807047856
168,49,69251,253.94663072205793,41.6063651695938,6421.5199999999995,-5.422796840298378,2.129651857168391,2.08031825847969,0.46019864594093757
507,49,70033,389.1813844633785,158.26211219037094,92.6,5.409780725812075,2.314762331827782,7.9131056095185475,0.7121512375108918
325,49,105417,540.1298766125468,307.50200012440007,64.98,20.263927281952036,2.3302828289973276,15.375100006220004,1.5037888384009537
283,49,66203,325.680661210333,85.75901254959214,2279.69,-2.2504549683326456,2.4058569385093023,4.287950627479607,0.8227986507171403
314,49,59786,1066.08347495223,824.3021595551695,2639.13,71.55597468528798,2.416498060050885,41.21510797775848,3.6272045616760287
1092,49,142134,377.75590900257276,134.26337014456473,696.53,2.441152184446631,2.4411521844466315,6.713168507228237,1.624807680927192
82,49,121409,340.7089392954023,92.88229736170967,74.97999999999999,-1.8946258832211207,2.485079026531575,4.644114868085484,0.475844210228691
155,49,94567,372.36922136126253,115.95565238893772,191.7,0.026205229796197216,2.5709688909105726,3.865188412964591,0.49692547787866304
1409,49,118334,2686.542852785479,2408.7730431949385,5045.44,228.45584211419563,2.7603249345107117,80.29243477316462,6.549707940800697
365,49,47957,520.2944188619538,243.8142258218234,2308.0299999999997,11.912458458125396,2.770880916457099,8.127140860727447,1.728387722215169
161,49,73225,985.7694308907057,704.839227935173,2766.1,57.83658876421757,2.8105186731777168,23.49464093117243,4.47469790444499
281,49,44526,428.59445814773494,139.05287027652435,589.2300000000001,0.8415897348120431,2.90304384285342,4.635095675884145,0.8870511020797948
156,49,54890,1673.1204904488536,1364.9426132023725,2858.01,122.64914639630942,3.076692205317298,45.49808710674575,4.165502917233328
161,49,213608,944.8608077537882,619.1850423514591,294.91999999999996,47.24708325396976,3.260315773594699,20.6395014117153,1.8244251154659623
305,49,154617,5296.575670977375,4962.975314556662,3372.1899999999996,481.4804915643529,3.292675531402959,165.43251048522208,12.302710664854777
301,49,93476,541.8968177634523,211.34381567649393,45.5,6.222876925171896,3.3136676983283326,7.044793855883131,1.498514568596024
1409,49,192408,1004.0592100910497,663.4841243911821,126.73999999999998,51.006569468694366,3.4092984378719673,22.116137479706072,2.6423321825610504
606,49,72252,892.9423006757186,547.2209196937886,911.34,39.142257632752816,3.4621854081391215,18.240697323126287,1.9002438134800865
1409,49,137674,827.9177758719345,476.5227614925254,607.6899999999999,31.812870348576606,3.519867955705762,11.913069037313134,2.9703209612924746
606,49,214231,7694.824009013486,7333.4878350259605,330.45000000000005,717.3954484845657,3.5451855595622885,183.337195875649,13.517562167523701
646,49,54468,489.36730892002254,116.7479471373148,562.24,-5.140288934320083,3.7366852551225698,2.91869867843287,0.5195375848382662
162,49,70043,8737.320373593855,8281.155527535953,5783.85,807.9277373341731,4.48618120431606,207.02888818839884,14.67324543590687
163,49,58934,729.9339683571062,264.63541084758447,2975.5099999999998,5.471954381158113,4.664797045244518,5.29270821695169,1.1215871049341455
1109,49,11072,1372.666457878287,906.4733513294183,1317.23,69.64670848628852,4.666805921478514,18.129467026588365,1.6073358169417153
766,49,77245,607.5032933833883,113.70570301333329,273.51,-10.914889945449682,4.952324499285114,2.274114060266666,0.4919090346245801
1092,49,101668,1094.9778307203683,591.7431726676209,130.98999999999998,36.4861920758303,5.041805597984841,11.834863453352417,2.11835494191546
527,49,186528,1797.119000296846,1273.8812640384533,1675.1699999999998,103.83033188524952,5.235065448576846,25.477625280769068,2.859902359031572
168,49,83565,801.8436032079089,266.01625518861465,711.6299999999999,2.4262953223250214,5.372295599230321,5.3203251037722925,0.7405848248257154
1449,49,119007,2295.0235155261253,1752.9360603760535,0.0,150.90829031666306,5.418959049098285,35.05872120752107,4.724801110884867
766,49,204290,1997.307982995073,1447.5042457157165,1772.45,120.00186577602054,5.499679732344689,28.950084914314328,2.9651278287532574
370,49,47822,3346.27913544099,2785.7223960630686,3598.18,253.40361570725045,5.593027533123652,46.42870660105115,1.8813923874827225
1109,49,58525,984.8520354166324,400.69691902630836,0.0,13.719326042408504,5.855636857827185,6.678281983771806,0.9032487092408563
1092,49,225328,1747.5406752015297,1135.9269847043747,950.5300000000001,86.03869981018926,6.123110813388493,18.932116411739578,1.6546868918270354
402,49,113914,2942.940201920156,2291.93524452999,3.6,199.91777448502074,6.50572221510628,32.74193206471414,2.841670724842266
166,49,15051,1940.2029975678759,1281.3580408554883,999.28,98.4567930218094,6.595335791942098,18.30511486936412,2.4308180112175073
1289,49,169921,3570.970379494384,2904.2549151464837,3877.6,260.4704381605652,6.656678523129587,41.48935593066405,1.9818418617499889
372,49,129357,4163.454350950106,3439.534456641795,1044.0,311.4422081276332,7.224719452565843,49.13620652345421,2.2046388411847397
374,49,61558,2216.40242901278,1476.7788030204356,2383.74,114.36190090516507,7.403550977084105,21.09684004314908,2.4062675226696797
1329,49,88148,18283.173794321698,17525.56753474952,7012.28,1719.2126854828787,7.409792887127429,250.36525049642174,27.923376234163047
374,49,73757,1207.2069149411595,431.9464694326084,566.56,8.218929567713019,7.772381639010627,5.399330867907605,0.7017031644247054
1451,49,71552,5072.81342238816,4289.478885918591,909.7,393.7960589669226,7.811517694430335,53.61848607398239,11.909629370482001
1291,49,127906,979.3515009714673,194.69738923232464,154.41,-15.941612553381972,7.86918921702543,2.433717365404058,0.32163554458952537
402,49,257868,942.1923432636136,146.33795372171076,87110.31000000001,-21.285520541339746,7.982070203002404,1.8292244215213844,0.469041575982343
324,49,17369,1481.4807645309377,671.4846219684969,3911.59,30.616402820599546,8.118235416944477,8.393557774606212,1.6090813683429512
1449,49,128299,1434.8684282499823,619.7203812965374,453.2199999999999,25.204883750248555,8.17047875097893,7.7465047662067175,0.5136854904483522
370,49,47769,5548.111232654115,4704.546155998319,2614.2599999999993,432.60412698972556,8.411219691134738,58.80682694997898,3.1509689319879253
168,49,12517,4893.619255044392,4007.875993423207,1871.1500000000003,360.99908362821395,8.841892380912613,44.53195548248008,2.4334583306709163
363,49,125572,1663.6119373635643,753.4103729200204,1025.27,34.28950493396735,9.122562746229931,8.371226365778005,2.196837726317014
1451,49,114481,1376.9500341607175,467.0024451230086,757.9300000000001,5.646191436192517,9.123122905801855,5.188916056922318,0.8788193908238826
646,49,59258,1259.7503969467907,301.7991348549533,740.0,-13.049188672199708,9.606467146154452,3.017991348549533,0.4140669664613301
324,49,17730,3623.8781128137557,2622.6303130704473,184.3,217.19276593371103,10.015614527407488,26.226303130704473,4.644139954491432
1092,49,71009,1307.3229371460022,307.5794325465315,1439.77,-14.357462208942543,10.02564565857682,3.075794325465315,0.3266164052978964
526,49,289788,1296.201987985795,290.28066178325753,1068.2700000000002,-16.3670632526538,10.087806540217677,2.9028066178325753,0.43882286111369223
363,49,107022,2178.6960574503682,1148.814206883799,639.1500000000001,68.44658850326091,10.31885159669311,11.488142068837991,1.3581550727282248
461,49,293808,1350.2561412878547,286.32366172911554,4153.230000000001,-19.381696182418153,10.669791634517713,2.602942379355596,0.38830997548829105
504,49,103697,14678.00788591747,13598.197036246567,220.5,1311.7388961574773,10.684623881595444,123.61997305678698,3.1854398701870794
324,49,90019,1784.1520169586247,694.1333955219023,36.38,20.24161037101976,10.927050929148995,6.310303595653658,0.8623322961281864
526,49,3910,1931.7045635058782,795.645099401819,2954.6000000000004,28.319361819826163,11.387810693412387,7.233137267289265,1.1478420214780836
526,49,45448,1903.0265901166601,743.4215678105426,565.8000000000002,22.03156484156603,11.624575986552939,6.195179731754521,1.0861353462331307
156,49,68484,6277.05350769308,5077.7398409628295,257.28999999999996,453.88251486035404,11.975882052428652,42.31449867469025,3.166831799778421
365,49,84110,1635.3739980330395,396.7504713553257,54.72,-16.219526826583653,12.421016436025829,3.306253927961048,0.6811235750012645
324,49,13415,4622.909445645432,3297.1525619408417,1600.6999999999998,270.02893836625395,13.263626183962279,25.362712014929553,2.7660621998587067
160,49,58489,1818.9294988686356,490.67054977017324,1965.7300000000002,-10.869255313423302,13.31918006454236,3.774388844385948,0.7848463908314771
1452,49,121704,1706.076337302607,357.78112017869785,435.43999999999994,-25.069164723772232,13.521617053698227,2.555579429847842,0.4700390100484249
481,49,60034,1896.327748049723,545.7160218107573,1263.1000000000001,-6.371069314520646,13.542815887910306,3.897971584362552,0.6296552027431498
1291,49,137175,1764.650153747329,373.8129660769763,0.0,-25.385627069121945,13.948205261515461,2.670092614835545,0.4621857992173245
374,49,66322,2125.015100402211,719.0942841998763,1328.21,8.478460070393709,14.095770744354203,5.13638774428483,0.5729341649967871
325,49,272929,1989.7744472834117,579.646591116874,838.9000000000001,-5.663032866224469,14.139487106202637,4.1403327936919565,0.6453413053987118
304,49,119078,4193.058265271112,2778.957945093235,966.38,214.19617281985228,14.155471486549168,19.849699607808823,0.935515393863903
168,49,101102,1810.8419017764302,397.02064300887446,1974.42,-24.10127313672767,14.178519430581137,2.8358617357776743,0.22728149558234476
374,49,79420,2802.843421886277,1385.2133613120275,77.93,74.59431650187518,14.206004362072795,9.89438115222877,1.2565548785194829
154,49,295090,1828.5022879767112,367.1440175720188,1501.9200000000003,-29.236310550126134,14.655713846072894,2.447626783813459,0.5257951327375883
1436,49,121835,3577.992190181337,2078.5771593586023,15.48,140.27261674640533,15.01891093098998,13.857181062390682,2.065563668086037
1451,49,70896,5800.976422898272,4296.389452742169,1931.1399999999999,361.9286730790576,15.04672715447984,28.64259635161446,2.183235283242089
303,49,65763,2069.563528615798,544.1030419680098,540.8299999999999,-14.425469450153024,15.296838588212001,3.6273536131200657,0.8388851781418445
221,49,91597,5150.751950787271,3566.9947310246444,17515.600000000002,285.3796799014293,15.848842933563363,22.293717068904026,2.08502428789236
322,49,176420,3410.1288364844304,1769.7005017447623,0.0,103.00424504489284,16.436845584351865,11.060628135904764,1.3643297566240022
166,49,15092,2577.681078624299,932.5973913943054,2618.9600000000005,19.0429052218455,16.49262975946334,5.8287336962144085,0.6108302812368276
481,49,163277,2420.834605240185,744.0671869518694,1222.03,-1.2495885052048692,16.81251271119818,4.376865805599231,0.979828672466491
303,49,74594,2733.4926127641083,1041.5569377360832,434.03000000000003,27.829187888324114,16.96144575228538,6.126805516094607,0.8873436864248265
1409,49,100574,14375.814108959814,12661.727524929947,12314.5,1189.413738444325,17.057558677482167,74.48075014664676,2.180616548246725
221,49,74982,3093.110085091382,1361.7469400194227,7825.62,58.08398841850351,17.353490129653057,8.01027611776131,0.6604462016892898
1572,49,129999,3223.693851377244,1461.1996781715711,1179.0,66.62880165520359,17.66470359154523,8.117775989842063,1.000415991558922
766,49,297508,2247.45272467255,470.6838990177611,6734.01,-33.115530865318604,17.81864905935438,2.614910550098673,0.49612546223268894
363,49,55687,2509.698735693247,715.578404119791,911.47,-9.39740357769935,17.990054219928545,3.9754355784432835,1.0590204777708465
626,49,71789,7980.879364498798,6175.666292071345,6632.85,536.3772599603137,18.04208205484906,34.309257178174136,2.3018922162930204
374,49,102673,4022.898667151758,2195.0257746391267,999.09,137.09591860974666,18.312590856481336,12.194587636884037,1.781069356385996
626,49,201908,4240.84238554117,2401.257832731988,7596.29,157.20050719006014,18.42783912958637,13.340321292955489,1.5633498359872708
161,49,67353,2290.756494516681,407.38972360902494,129.81,-44.26008398210391,18.888679187334755,2.1441564400474995,0.3861271160556693
1451,49,102973,3325.885217683453,1410.0159386397322,2637.6700000000005,54.58426873895512,19.2038500277818,7.4211365191564855,0.7510880094801826
607,49,77826,2694.5672750196077,732.6754163983228,414.34000000000003,-15.260410373125737,19.67287822510178,3.6633770819916136,0.5701509279766648
166,49,15115,3005.7314429803428,1001.3020855357729,759.94,9.695146006283323,20.096680566065327,5.006510427678864,0.7418604895488734
325,49,6669,3248.63211666776,1172.028235078186,336.20000000000005,23.517995108312476,20.81885075544581,5.581086833705648,0.8501805876023423
168,49,51286,6967.82625665865,4875.1423880627735,260.51,393.28435552114354,20.93997406336308,23.214963752679875,2.7591779594672143
382,49,22307,3397.3720404356936,1230.9633894840358,6853.43,25.360421200351013,21.71909283290057,5.595288134018345,1.6476931805633783
1092,49,70404,2954.834013108138,640.2930918164959,2042.78,-40.42243927008984,23.211499655942095,2.7838830078978085,0.5316786564082215
161,49,18277,3121.382837867673,806.0359192682736,24.94,-23.876447417534138,23.217786520969224,3.504503996818581,0.9519413446802905
607,49,115011,4353.220733206912,2010.105655386131,8453.490000000002,95.3358121611768,23.483278528319175,8.739589806026656,1.562509899149498
381,49,84180,8188.26470629021,5680.79691075168,3068.16,455.1649714024774,25.09215992726459,22.72318764300672,1.6289604325456501
168,49,125744,4270.141141729411,1755.1575273245667,1322.1499999999999,62.07005978921144,25.210153987387827,7.020630109298266,0.6060907358695125
82,49,8481,17846.52262875183,15159.809049642728,8038.719999999999,1395.437544130433,26.787413518631073,56.1474409246027,4.125003507724775
647,49,88573,4546.280408209865,1823.9494995179275,2552.2899999999995,59.59254388760989,27.28942356981841,6.755368516733064,0.7941653432291198
371,49,68697,9377.107959609388,6632.32608382606,4280.37,539.6515200482459,27.462464074302247,24.56417068083726,2.2198752801150996
314,49,88100,3615.7183800896964,830.3911674050155,132.93,-42.65558547442116,27.932156047760603,2.9656827407321984,0.4555549826815813
367,49,24225,6902.084071799822,4089.300936216243,27395.439999999995,282.1551128952212,28.172217939200685,14.604646200772295,0.7514605439669586
168,49,55668,3622.6834935268234,776.1233585184638,226.22000000000003,-50.84919313717876,28.54700644200559,2.6762874431671166,0.34550937918716423
381,49,8399,3965.5964811646054,1077.2280048999396,2379.16,-22.611337457333335,28.963141766072734,3.714579327241171,0.5951410259390665
1432,49,274671,6083.583833838416,3157.9210273248946,2358.7099999999996,183.87602697543474,29.314683501567718,10.889382852844465,1.18903663874235
160,49,29070,6031.392402933025,3086.8277749030212,2390.63,175.90996405935635,29.50506965132128,10.289425916343403,1.1830569583886206
507,49,67731,8144.634418349908,5193.62510768064,2556.2799999999997,386.4016491414896,29.546858139238754,17.3120836922688,1.6247904847371515
766,49,94058,5676.674970331122,2681.9568579278275,313.38,133.13907320448084,30.0125805751782,8.939856193092758,1.1208337331426883
321,49,20559,14712.985224725866,11694.240545856115,1515.43,1033.722916341604,30.155808498668314,38.98080181952038,5.086154472413021
370,49,110683,4837.474270778844,1789.2120907785004,2676.5899999999997,41.40391608836694,30.55939844210736,5.771651905737098,0.8318647136402463
282,49,53004,5824.453150020058,2767.322540389698,915.28,138.8623847894328,30.637748722119337,8.926846904482897,1.616466666284684
1449,49,118723,5359.204806861513,2293.1861065525472,463.78,91.02436247623879,30.732055150892432,7.397374537266281,0.37260858061964625
156,49,72195,9460.240233676353,6376.1426671788295,13929.55,498.70327844745697,30.86910850453911,20.568202152189773,1.0200446707187147
241,49,52806,6576.062261937106,3485.989241224949,5706.6900000000005,209.27706187303093,30.96041383321422,11.24512658459661,1.1554154313560485
1451,49,176020,5579.021300107804,2430.741626343602,2732.72,101.07320630556828,31.55576807306488,7.596067582323757,1.5468449978936827
526,49,89516,4389.394101980674,1204.8050649684683,4910.62,-23.219391340488926,31.93331063051906,3.7650158280264634,0.3193426154720251
766,49,60639,5521.309312117527,2306.070699851432,1483.2299999999998,85.57736516173912,32.22882329408979,7.206470937035725,1.165660867090654
1472,49,265088,5607.909791374698,2242.483445288616,115.53,72.43575942179646,33.736130023792256,6.595539544966519,0.7086030418192908
281,49,295531,4250.429626411904,808.1361104913794,1739.9899999999998,-74.53895319390462,34.52279205400946,2.3089603156896557,0.605011011518174
526,49,220428,5346.535260635586,1892.2181752580718,4775.58,33.379422422707165,34.631643356244446,5.406337643594491,0.8600673832574023
546,49,126208,22735.111624220997,19087.02880656197,20782.350000000002,1744.9531574283506,36.388827383965896,53.01952446267214,5.761685458274772
341,49,39564,4820.2838681463345,1167.6708869547392,1597.3999999999996,-48.06216106751478,36.62872216955304,3.1558672620398354,0.42150805546979175
306,49,99757,11657.295232908957,7940.334127091232,5352.4,626.6300777435317,37.200741103464786,21.46036250565198,1.5745904619812132
626,49,75060,5114.250063740832,1351.047138829372,4173.48,-34.70783302325597,37.736121534709596,3.555387207445716,0.6106325921547068
