Customers,Intercept,Coef,ABSCoef,Spend,Unseasoned,Predicted,linear_output,Actual,ABS_diff_unseasoned,ABS_diff_Predicted,ABS_diff_linear_output,Unseasoned_diff,Season_diff,linear_output_diff
96181,609.8905454545454,83.2998787878788,83.2998787878788,9847.4,18177.38787878788,17408.443080559686,17611.676196891967,8453.74,9723.647878787879,8954.703080559686,9157.936196891967,0,1,0
70414,1230.636,86.27066666666668,86.27066666666668,16229.66,24815.606666666667,25043.20029107832,16997.280583477048,12722.9,12092.706666666667,12320.30029107832,4274.380583477048,0,0,1
44374,9102.555818181818,87.71248484848485,87.71248484848485,95928.69999999998,103743.86848484848,106890.12422631266,74021.51820156882,83595.7,20148.168484848487,23294.424226312665,9574.181798431178,0,0,1
12226,2167.3201818181824,90.2501818181818,90.2501818181818,25769.960000000003,34759.47818181819,31311.97487411896,21435.68901585709,34355.79,403.6881818181864,3043.8151258810394,12920.100984142911,1,0,0
70403,704.3070909090908,94.1750909090909,94.1750909090909,11763.32,20698.459090909088,20012.016471158888,32828.547706604804,16253.88,4444.579090909088,3758.1364711588885,16574.667706604807,0,1,0
129455,2642.0114545454544,-97.91721212121207,97.91721212121207,22258.34,12222.118787878791,12041.578979950662,25644.95597006387,16329.18,4107.061212121209,4287.601020049338,9315.77597006387,1,0,0
93959,3071.586727272728,-98.09593939393936,98.09593939393936,26424.0,16491.956060606066,14449.501479687096,25092.890871208503,6651.94,9840.016060606067,7797.561479687097,18440.950871208504,0,1,0
45436,269.8556363636362,104.42363636363638,104.42363636363638,7397.62,17839.983636363635,16745.519680721165,15265.468818709865,9688.91,8151.073636363635,7056.609680721165,5576.558818709866,0,0,1
151434,579.094,105.19066666666664,105.19066666666664,10527.740000000002,21043.58666666667,21935.62423629563,11719.519395080868,5092.74,15950.84666666667,16842.884236295627,6626.779395080868,0,0,1
63919,1545.3187272727275,-107.2279393939394,107.2279393939394,10734.41,1292.9172727272733,1262.608003647936,16728.85777531108,10246.0,8953.082727272727,8983.391996352064,6482.85777531108,0,0,1
104548,1010.6792727272727,107.94860606060608,107.94860606060608,14964.48,25759.34060606061,25321.850607536315,17653.195980290606,18296.31,7463.030606060609,7025.5406075363135,643.1140197093955,0,0,1
55703,3964.5669090909096,-112.08175757575758,112.08175757575758,34601.99,23393.81424242425,22435.92965116124,27898.453914521073,44661.53,21267.71575757575,22225.600348838758,16763.076085478926,0,0,1
126637,2715.9996363636365,-114.58503030303028,114.58503030303028,22003.67,10545.166969696971,10164.128725844626,19293.67626884239,25518.0,14972.833030303029,15353.871274155374,6224.323731157609,0,0,1
63809,19113.665818181817,-116.39484848484844,116.39484848484844,186154.62,174259.40515151512,170011.22519061848,131027.9840630618,171756.91,2502.495151515119,1745.6848093815206,40728.925936938205,0,1,0
77486,1524.5427272727272,-116.44527272727272,116.44527272727272,10005.39,741.6883636363643,739.8160524711537,20531.478182115716,3299.35,2557.661636363636,2559.533947528846,17232.128182115717,1,0,0
64372,2966.2254545454543,116.86078787878787,116.86078787878787,34958.04,46607.06878787877,45512.32861285038,23636.22863317933,53629.62,7022.5512121212305,8117.29138714962,29993.391366820673,1,0,0
73791,3085.4854545454546,-117.22387878787876,117.22387878787876,25583.3,13857.392121212124,13899.387563423494,24799.650086940303,19848.28,5990.887878787875,5948.892436576505,4951.370086940304,0,0,1
92457,4081.135454545454,121.90278787878783,121.90278787878783,46301.53999999999,58487.25878787878,60297.75199562399,27827.82854740102,120759.61,62272.35121212122,60461.85800437601,92931.78145259898,0,1,0
77132,2140.6387272727275,126.8040606060606,126.8040606060606,27125.1,39792.97606060606,38839.329591648166,19054.06668848479,28095.0,11697.976060606059,10744.329591648166,9040.933311515211,0,0,1
18000,3088.385272727273,-126.9280606060606,126.9280606060606,25172.090000000004,12479.28393939394,12732.446360570832,19931.420387698505,9059.34,3419.943939393939,3673.1063605708314,10872.080387698505,1,0,0
103085,1405.3256363636365,133.008303030303,133.008303030303,20329.19,33339.4603030303,31258.054350185437,25089.673799139324,27789.79,5549.670303030296,3468.2643501854363,2700.116200860677,0,0,1
114601,5308.390545454546,-135.56478787878788,135.56478787878788,47800.93,33427.011212121215,32697.54277717109,49682.182525816366,35952.149999999994,2525.138787878779,3254.607222828905,13730.032525816372,1,0,0
18217,1242.1305454545454,136.21187878787882,136.21187878787882,18550.84,32172.027878787885,29321.141096337036,18070.782084410617,21191.17,10980.857878787887,8129.971096337038,3120.387915589381,0,0,1
5487,1280.255090909091,139.4064242424243,139.4064242424243,19075.84,33016.48242424243,35671.11857337655,17035.336121626533,46502.32,13485.83757575757,10831.201426623447,29466.983878373467,0,1,0
77573,4466.189636363637,-141.78103030303035,141.78103030303035,38351.75,24103.646969696965,24826.715672029008,28377.98922106174,35315.380000000005,11211.73303030304,10488.664327970997,6937.390778938265,0,0,1
72817,2138.5718181818183,145.6144848484848,145.6144848484848,28172.65,42499.81848484848,37194.21878808135,27103.164384819574,9048.43,33451.38848484848,28145.78878808135,18054.734384819574,0,0,1
48040,3389.716181818181,146.40618181818184,146.40618181818184,40485.44,55126.05818181817,52095.035418766085,23768.185853485957,13892.28,41233.77818181817,38202.755418766086,9875.905853485956,0,0,1
25321,2911.6130909090907,-146.5982424242424,146.5982424242424,22592.7,7859.385757575761,7479.780871067242,31435.567542835743,23320.33,15460.94424242424,15840.54912893276,8115.237542835741,0,0,1
60247,3766.899636363637,150.99830303030294,150.99830303030294,44556.21,59563.75030303029,60704.38754057481,30693.525073786463,23278.730000000003,36285.02030303029,37425.65754057481,7414.795073786459,0,0,1
89895,4751.367454545454,-159.6538787878788,159.6538787878788,40356.64,24363.86212121212,20395.318120654123,35401.35178791928,2628.0500000000006,21735.812121212122,17767.268120654124,32773.30178791928,0,1,0
72344,7433.257818181817,-162.66884848484844,162.66884848484844,67012.48,50745.59515151515,47015.15984266846,43374.86314727992,48739.06,2006.5351515151488,1723.90015733154,5364.196852720081,0,1,0
127192,1551.088909090909,166.03357575757582,166.03357575757582,23029.3,39585.75757575758,38912.95457172601,21639.248539865803,24418.55,15167.207575757584,14494.404571726012,2779.3014601341965,0,0,1
53062,22623.36363636364,185.70496969696975,185.70496969696975,236188.15,253160.85696969696,254780.25075793255,189457.35666301262,159929.25,93231.60696969696,94851.00075793255,29528.106663012615,0,0,1
155838,248.09854545454505,186.9465454545455,186.9465454545455,10893.58,29588.234545454547,30164.510066581053,20098.403493026068,3308.66,26279.574545454547,26855.850066581053,16789.743493026068,0,0,1
66246,1771.369090909091,189.0457575757576,189.0457575757576,26220.75,45125.32575757576,41720.244669406,20108.359242386687,21418.47,23706.85575757576,20301.774669405997,1310.1107576133145,0,0,1
61940,4993.875272727273,-194.95806060606063,194.95806060606063,41176.35,21669.83393939393,21852.28540115197,33013.535243150574,13025.02,8644.813939393931,8827.26540115197,19988.515243150574,1,0,0
9791,10502.652,196.51933333333332,196.51933333333332,114039.89,133521.82333333333,137073.38260822633,65924.75909263549,55070.69,78451.13333333333,82002.69260822632,10854.069092635487,0,0,1
34444,9651.645818181818,197.61181818181828,197.61181818181828,106575.0,125170.17181818184,123838.82601253646,95553.71432913665,109121.49,16048.681818181838,14717.336012536456,13567.775670863353,0,0,1
6012,683.5636363636364,218.9409696969697,218.9409696969697,17105.96,38582.07696969697,40649.679955232044,23289.790709662848,22315.05,16267.026969696974,18334.629955232045,974.7407096628485,0,0,1
63846,2784.5107272727278,-220.80993939393943,220.80993939393943,17908.66,1066.8041818181796,943.5930140821304,11465.83548485682,20668.77,19601.96581818182,19725.17698591787,9202.93451514318,0,0,1
69738,3040.3692727272733,-226.18806060606065,226.18806060606065,20243.43,1756.8263030303046,1747.1122332059354,15814.201301551278,8750.439999999999,6993.6136969696945,7003.327766794064,7063.76130155128,1,0,0
101909,6730.040727272727,226.73606060606065,226.73606060606065,78374.51,100177.13606060603,103470.8509565822,77136.93298571966,80267.61,19909.526060606033,23203.2409565822,3130.6770142803434,0,0,1
117160,3035.779818181818,-230.5848484848484,230.5848484848484,20755.620000000003,1536.2162424242451,1523.5945621487615,26456.550790050802,3767.33,2231.113757575755,2243.735437851238,22689.2207900508,1,0,0
126649,2474.7089090909085,244.75157575757572,244.75157575757572,35977.03,60236.06757575757,62537.01078512692,26923.49516900717,38748.02,21488.04757575757,23788.990785126924,11824.524830992828,0,0,1
80064,6100.036181818181,-249.12715151515147,249.12715151515147,50004.26,24876.924848484847,24338.80702625086,40620.835291972784,73080.01999999999,48203.09515151514,48741.212973749134,32459.184708027205,0,0,1
58290,4282.536181818181,266.0175151515152,266.0175151515152,55053.47,81397.90151515152,81699.55550193337,42028.920394736124,49788.15,31609.751515151518,31911.40550193337,7759.229605263878,0,0,1
105857,2008.2478181818176,266.7384848484849,266.7384848484849,32085.71,58759.558484848494,58590.31282115051,18972.69108129471,26797.71,31961.848484848495,31792.60282115051,7825.018918705289,0,0,1
44366,3015.6954545454555,267.3527878787878,267.3527878787878,42746.47,68923.10878787878,67668.70365079054,37443.63070477535,52300.93,16622.17878787878,15367.773650790543,14857.29929522465,0,0,1
55046,7502.281272727272,-269.6773939393939,269.6773939393939,62903.7,35919.590606060614,27523.932612587712,59264.99064885797,9342.79,26576.800606060613,18181.14261258771,49922.20064885797,0,1,0
58329,2006.6912727272727,273.1519393939394,273.1519393939394,32358.75,59673.94393939395,56285.94727494237,28900.62653915493,29723.68,29950.263939393946,26562.267274942373,823.0534608450689,0,0,1
17303,1315.311272727272,283.7686060606061,283.7686060606061,26060.7,54299.5606060606,54455.90477259538,24687.444072997736,17586.260000000002,36713.3006060606,36869.64477259538,7101.184072997734,0,0,1
91858,24406.614,292.4700000000002,292.4700000000002,257227.29,286474.29,233655.02304869157,173357.8526821677,277394.77,9079.51999999996,43739.74695130845,104036.91731783233,1,0,0
123048,1331.2074545454548,299.67412121212124,299.67412121212124,26936.13,56764.82212121213,51276.52605331854,27357.126447864335,45063.54,11701.282121212127,6212.986053318542,17706.413552135666,0,1,0
122906,2800.548181818181,305.05684848484856,305.05684848484856,41982.130000000005,72238.72484848485,69825.8942359635,40553.998986350955,11367.42,60871.304848484855,58458.4742359635,29186.578986350956,0,0,1
